city,latitude,longitude,date,temp_max,temp_min,precipitation,precip_probability,wind_speed,wind_gusts,weather_code,temperature_category,precipitation_category,wind_category,score,danger
Aguelmous,33.125,-5.8125,2026-09-16,29.6,15.6,0.0,0,19.5,41.4,1,Modéré,Aucune,Modéré,13.720000000000002,Faible
Aguelmous,33.125,-5.8125,2026-09-17,28.4,15.8,0.0,30,15.2,31.7,3,Modéré,Aucune,Modéré,11.76,Faible
Aguelmous,33.125,-5.8125,2026-09-18,29.9,13.9,0.0,35,20.6,40.7,2,Modéré,Aucune,Modéré,14.22,Faible
Aguelmous,33.125,-5.8125,2026-09-19,31.0,17.0,0.3,12,15.8,34.9,3,Chaud,Faible,Modéré,12.64,Faible
Aguelmous,33.125,-5.8125,2026-09-20,33.3,17.6,0.0,13,16.9,32.8,2,Chaud,Aucune,Modéré,13.42,Faible
Asilah,35.5,-6.0,2026-09-14,32.4,23.5,0.0,0,23.5,42.5,0,Chaud,Aucune,Modéré,15.88,Faible
Asilah,35.5,-6.0,2026-09-15,32.5,22.0,0.0,0,21.1,38.9,0,Chaud,Aucune,Modéré,14.940000000000001,Faible
Asilah,35.5,-6.0,2026-09-16,25.3,19.8,0.0,0,21.9,39.6,3,Modéré,Aucune,Modéré,13.82,Faible
Asilah,35.5,-6.0,2026-09-17,24.1,19.2,0.0,0,16.6,30.2,3,Modéré,Aucune,Modéré,11.46,Faible
Asilah,35.5,-6.0,2026-09-18,28.6,17.1,0.0,0,25.5,49.0,2,Modéré,Aucune,Modéré,15.920000000000002,Faible
Asilah,35.5,-6.0,2026-09-19,36.5,21.6,0.0,3,19.2,34.9,2,Chaud,Aucune,Modéré,14.98,Faible
Asilah,35.5,-6.0,2026-09-20,37.8,23.3,0.0,3,18.1,36.0,1,Chaud,Aucune,Modéré,14.8,Faible
Imzouren,35.125,-3.875,2026-09-14,29.9,19.3,0.0,0,14.6,26.6,1,Modéré,Aucune,Modéré,11.82,Faible
Imzouren,35.125,-3.875,2026-09-15,26.5,19.1,0.0,0,12.3,22.7,3,Modéré,Aucune,Modéré,10.220000000000002,Faible
Imzouren,35.125,-3.875,2026-09-16,29.0,19.9,0.0,3,11.8,21.6,1,Modéré,Aucune,Modéré,10.520000000000001,Faible
Imzouren,35.125,-3.875,2026-09-17,25.9,19.6,0.0,3,14.4,26.6,3,Modéré,Aucune,Modéré,10.940000000000001,Faible
Imzouren,35.125,-3.875,2026-09-18,26.3,18.7,0.0,13,16.2,30.2,3,Modéré,Aucune,Modéré,11.740000000000002,Faible
Imzouren,35.125,-3.875,2026-09-19,30.2,19.3,0.0,3,12.0,23.4,3,Chaud,Aucune,Modéré,10.84,Faible
Imzouren,35.125,-3.875,2026-09-20,30.7,20.9,0.0,0,11.7,23.4,3,Chaud,Aucune,Modéré,10.82,Faible
Mediouna,33.4375,-7.5,2026-09-14,38.4,23.9,0.0,0,19.6,35.3,3,Chaud,Aucune,Modéré,15.52,Faible
Mediouna,33.4375,-7.5,2026-09-15,33.1,20.7,0.0,0,18.3,33.5,45,Chaud,Aucune,Modéré,13.940000000000001,Faible
Mediouna,33.4375,-7.5,2026-09-16,27.8,19.2,0.0,0,19.8,35.3,45,Modéré,Aucune,Modéré,13.48,Faible
Mediouna,33.4375,-7.5,2026-09-17,27.1,18.2,0.0,0,15.0,28.4,3,Modéré,Aucune,Modéré,11.420000000000002,Faible
Mediouna,33.4375,-7.5,2026-09-18,27.8,16.2,0.0,0,20.2,37.4,45,Modéré,Aucune,Modéré,13.64,Faible
Mediouna,33.4375,-7.5,2026-09-19,27.6,18.4,0.0,5,13.1,34.9,45,Modéré,Aucune,Modéré,10.760000000000002,Faible
Mediouna,33.4375,-7.5,2026-09-20,30.7,20.1,0.0,5,13.3,35.3,45,Chaud,Aucune,Modéré,11.46,Faible
Demnat,31.75,-7.0625,2026-09-14,35.4,23.4,0.0,3,19.5,38.2,3,Chaud,Aucune,Modéré,14.88,Faible
Demnat,31.75,-7.0625,2026-09-15,33.1,21.7,0.0,8,20.0,39.6,3,Chaud,Aucune,Modéré,14.620000000000001,Faible
Demnat,31.75,-7.0625,2026-09-16,29.9,17.5,0.0,0,18.0,34.2,0,Modéré,Aucune,Modéré,13.18,Faible
Demnat,31.75,-7.0625,2026-09-17,26.3,15.0,0.0,13,13.5,26.3,1,Modéré,Aucune,Modéré,10.66,Faible
Demnat,31.75,-7.0625,2026-09-18,27.8,14.7,0.0,25,12.4,23.4,1,Modéré,Aucune,Modéré,10.520000000000001,Faible
Demnat,31.75,-7.0625,2026-09-19,31.2,16.1,0.3,14,13.4,36.0,3,Chaud,Faible,Modéré,11.72,Faible
Demnat,31.75,-7.0625,2026-09-20,33.7,17.8,0.3,15,13.1,35.3,3,Chaud,Faible,Modéré,12.100000000000001,Faible
Aïn Taoujdat,33.9375,-5.1875,2026-09-14,37.5,22.1,0.0,3,17.2,33.1,3,Chaud,Aucune,Modéré,14.379999999999999,Faible
Aïn Taoujdat,33.9375,-5.1875,2026-09-15,34.4,21.8,0.0,0,18.4,38.5,3,Chaud,Aucune,Modéré,14.239999999999998,Faible
Aïn Taoujdat,33.9375,-5.1875,2026-09-16,31.1,20.3,0.0,0,19.0,36.7,1,Chaud,Aucune,Modéré,13.82,Faible
Aïn Taoujdat,33.9375,-5.1875,2026-09-17,26.4,17.6,0.0,10,15.1,28.8,45,Modéré,Aucune,Modéré,11.32,Faible
Aïn Taoujdat,33.9375,-5.1875,2026-09-18,30.7,16.5,0.0,10,14.2,28.4,3,Chaud,Aucune,Modéré,11.82,Faible
Aïn Taoujdat,33.9375,-5.1875,2026-09-19,36.3,19.2,0.3,5,13.5,26.3,3,Chaud,Faible,Modéré,12.780000000000001,Faible
Aïn Taoujdat,33.9375,-5.1875,2026-09-20,37.9,21.3,0.0,5,17.9,33.8,1,Chaud,Aucune,Modéré,14.74,Faible
Sidi Smai’il,32.8125,-8.5,2026-09-14,39.8,22.4,0.0,0,21.1,36.7,1,Chaud,Aucune,Modéré,16.400000000000002,Faible
Sidi Smai’il,32.8125,-8.5,2026-09-15,35.0,20.9,0.0,0,22.3,38.5,3,Chaud,Aucune,Modéré,15.92,Faible
Sidi Smai’il,32.8125,-8.5,2026-09-16,28.4,19.3,0.0,0,21.6,37.4,2,Modéré,Aucune,Modéré,14.32,Faible
Sidi Smai’il,32.8125,-8.5,2026-09-17,27.1,17.9,0.0,2,17.6,31.3,3,Modéré,Aucune,Modéré,12.46,Faible
Sidi Smai’il,32.8125,-8.5,2026-09-18,28.8,17.3,0.0,3,20.7,37.8,45,Modéré,Aucune,Modéré,14.04,Faible
Sidi Smai’il,32.8125,-8.5,2026-09-19,31.3,18.5,0.0,0,18.8,34.2,3,Chaud,Aucune,Modéré,13.780000000000001,Faible
Sidi Smai’il,32.8125,-8.5,2026-09-20,36.4,20.7,0.0,0,19.1,35.3,0,Chaud,Aucune,Modéré,14.920000000000002,Faible
Moulay Bousselham,34.875,-6.25,2026-09-14,33.7,21.2,0.0,0,15.4,25.9,0,Chaud,Aucune,Modéré,12.900000000000002,Faible
Moulay Bousselham,34.875,-6.25,2026-09-15,28.1,19.1,0.0,0,28.0,46.1,45,Modéré,Aucune,Modéré,16.82,Faible
Moulay Bousselham,34.875,-6.25,2026-09-16,25.2,19.4,0.0,0,18.2,30.2,45,Modéré,Aucune,Modéré,12.32,Faible
Moulay Bousselham,34.875,-6.25,2026-09-17,24.8,18.4,0.0,0,12.9,22.0,45,Modéré,Aucune,Modéré,10.120000000000001,Faible
Moulay Bousselham,34.875,-6.25,2026-09-18,25.3,15.6,0.0,0,19.7,32.8,45,Modéré,Aucune,Modéré,12.940000000000001,Faible
Moulay Bousselham,34.875,-6.25,2026-09-19,30.7,17.4,0.0,3,18.6,32.8,3,Chaud,Aucune,Modéré,13.580000000000002,Faible
Moulay Bousselham,34.875,-6.25,2026-09-20,35.9,20.1,0.0,3,19.5,35.3,0,Chaud,Aucune,Modéré,14.98,Faible
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-14,39.6,24.3,0.0,0,18.9,34.9,0,Chaud,Aucune,Modéré,15.48,Faible
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-15,34.9,20.8,0.0,0,19.5,37.1,1,Chaud,Aucune,Modéré,14.780000000000001,Faible
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-16,29.6,19.8,0.0,0,18.6,34.2,2,Modéré,Aucune,Modéré,13.360000000000003,Faible
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-17,27.7,19.0,0.0,0,12.4,23.8,3,Modéré,Aucune,Modéré,10.5,Faible
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-18,31.8,16.2,0.0,0,15.4,34.6,45,Chaud,Aucune,Modéré,12.52,Faible
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-19,36.2,18.7,0.0,0,19.6,36.4,3,Chaud,Aucune,Modéré,15.080000000000002,Faible
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-20,40.6,20.9,0.0,0,15.3,34.9,1,Très chaud,Aucune,Modéré,14.240000000000002,Faible
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-14,40.0,26.5,0.0,0,16.6,31.3,0,Très chaud,Aucune,Modéré,14.64,Faible
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-15,36.0,22.0,0.0,0,19.0,36.4,3,Chaud,Aucune,Modéré,14.8,Faible
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-16,31.4,20.4,0.0,0,19.3,36.0,2,Chaud,Aucune,Modéré,14.0,Faible
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-17,28.1,19.8,0.0,0,12.5,23.8,3,Modéré,Aucune,Modéré,10.620000000000001,Faible
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-18,33.1,17.4,0.0,3,10.5,18.7,45,Chaud,Aucune,Modéré,10.82,Faible
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-19,39.0,20.9,0.0,3,16.2,29.9,2,Chaud,Aucune,Modéré,14.280000000000001,Faible
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-20,41.1,22.5,0.0,3,12.3,27.4,1,Très chaud,Aucune,Modéré,13.14,Faible
Zeghanghane,35.125,-3.0,2026-09-14,27.1,21.3,0.0,0,22.1,40.7,2,Modéré,Aucune,Modéré,14.260000000000002,Faible
Zeghanghane,35.125,-3.0,2026-09-15,27.8,20.0,0.0,0,14.2,28.8,45,Modéré,Aucune,Modéré,11.24,Faible
Zeghanghane,35.125,-3.0,2026-09-16,31.8,17.6,0.0,0,13.4,26.3,45,Chaud,Aucune,Modéré,11.72,Faible
Zeghanghane,35.125,-3.0,2026-09-17,26.9,20.0,0.0,3,10.5,22.7,3,Modéré,Aucune,Modéré,9.58,Faible
Zeghanghane,35.125,-3.0,2026-09-18,26.3,19.4,0.0,5,19.5,38.5,3,Modéré,Aucune,Modéré,13.060000000000002,Faible
Zeghanghane,35.125,-3.0,2026-09-19,27.9,21.6,0.0,8,18.9,34.6,3,Modéré,Aucune,Modéré,13.14,Faible
Zeghanghane,35.125,-3.0,2026-09-20,27.9,21.8,0.0,3,19.2,35.3,3,Modéré,Aucune,Modéré,13.26,Faible
Oulad Barhil,30.625,-8.5,2026-09-14,40.4,23.0,0.0,10,34.4,63.0,3,Très chaud,Aucune,Fort,21.84,Faible
Oulad Barhil,30.625,-8.5,2026-09-15,39.2,24.9,0.1,20,21.6,59.4,3,Chaud,Faible,Modéré,16.520000000000003,Faible
Oulad Barhil,30.625,-8.5,2026-09-16,35.8,21.0,0.0,0,27.5,51.1,0,Chaud,Aucune,Modéré,18.16,Faible
Oulad Barhil,30.625,-8.5,2026-09-17,30.2,17.5,0.0,0,31.3,56.9,1,Chaud,Aucune,Fort,18.560000000000002,Faible
Oulad Barhil,30.625,-8.5,2026-09-18,30.6,16.4,0.0,15,28.0,54.7,1,Chaud,Aucune,Modéré,17.32,Faible
Oulad Barhil,30.625,-8.5,2026-09-19,35.8,18.1,0.6,7,23.5,40.3,3,Chaud,Faible,Modéré,16.8,Faible
Oulad Barhil,30.625,-8.5,2026-09-20,38.5,25.1,0.0,3,15.8,28.8,3,Chaud,Aucune,Modéré,14.02,Faible
Bir Jdid,33.375,-8.0,2026-09-14,33.4,22.4,0.0,0,15.6,30.2,1,Chaud,Aucune,Modéré,12.92,Faible
Bir Jdid,33.375,-8.0,2026-09-15,29.4,20.8,0.0,0,17.0,33.5,45,Modéré,Aucune,Modéré,12.68,Faible
Bir Jdid,33.375,-8.0,2026-09-16,25.9,19.7,0.0,0,19.8,37.8,45,Modéré,Aucune,Modéré,13.100000000000001,Faible
Bir Jdid,33.375,-8.0,2026-09-17,25.9,18.3,0.0,2,16.6,32.0,3,Modéré,Aucune,Modéré,11.82,Faible
Bir Jdid,33.375,-8.0,2026-09-18,26.0,17.2,0.0,3,21.3,41.4,2,Modéré,Aucune,Modéré,13.720000000000002,Faible
Bir Jdid,33.375,-8.0,2026-09-19,27.9,19.0,0.0,3,19.5,37.1,45,Modéré,Aucune,Modéré,13.38,Faible
Bir Jdid,33.375,-8.0,2026-09-20,30.9,20.1,0.0,0,17.9,35.6,45,Chaud,Aucune,Modéré,13.34,Faible
Bou Arfa,32.5,-1.9375,2026-09-14,34.3,21.5,0.1,8,14.5,29.5,3,Chaud,Faible,Modéré,12.7,Faible
Bou Arfa,32.5,-1.9375,2026-09-15,32.2,20.3,0.2,15,20.3,31.7,3,Chaud,Faible,Modéré,14.640000000000002,Faible
Bou Arfa,32.5,-1.9375,2026-09-16,29.3,20.2,0.0,5,15.6,24.8,3,Modéré,Aucune,Modéré,12.100000000000001,Faible
Bou Arfa,32.5,-1.9375,2026-09-17,30.3,17.5,0.6,27,21.8,33.8,3,Chaud,Faible,Modéré,15.020000000000001,Faible
Bou Arfa,32.5,-1.9375,2026-09-18,29.3,17.9,0.0,34,16.1,23.8,3,Modéré,Aucune,Modéré,12.3,Faible
Bou Arfa,32.5,-1.9375,2026-09-19,32.1,20.2,0.0,18,11.4,22.0,3,Chaud,Aucune,Modéré,10.98,Faible
Bou Arfa,32.5,-1.9375,2026-09-20,31.5,18.8,0.0,10,13.8,19.8,3,Chaud,Aucune,Modéré,11.82,Faible
Tahannawt,31.375,-7.9375,2026-09-14,35.6,24.2,0.0,5,24.1,56.9,3,Chaud,Aucune,Modéré,16.76,Faible
Tahannawt,31.375,-7.9375,2026-09-15,33.8,22.5,0.0,3,19.2,37.4,3,Chaud,Aucune,Modéré,14.44,Faible
Tahannawt,31.375,-7.9375,2026-09-16,30.7,18.4,0.0,0,17.5,33.1,0,Chaud,Aucune,Modéré,13.14,Faible
Tahannawt,31.375,-7.9375,2026-09-17,26.5,15.0,0.0,3,14.1,27.7,1,Modéré,Aucune,Modéré,10.940000000000001,Faible
Tahannawt,31.375,-7.9375,2026-09-18,27.6,14.8,0.0,20,14.0,27.0,2,Modéré,Aucune,Modéré,11.120000000000001,Faible
Tahannawt,31.375,-7.9375,2026-09-19,31.4,17.3,0.9,17,13.9,24.5,3,Chaud,Faible,Modéré,12.200000000000001,Faible
Tahannawt,31.375,-7.9375,2026-09-20,33.7,18.0,0.0,18,15.9,27.0,3,Chaud,Aucune,Modéré,13.100000000000001,Faible
Arfoud,31.4375,-4.25,2026-09-14,38.2,23.5,0.1,8,13.3,23.0,80,Chaud,Faible,Modéré,13.0,Faible
Arfoud,31.4375,-4.25,2026-09-15,35.1,26.4,0.0,10,22.8,41.0,3,Chaud,Aucune,Modéré,16.14,Faible
Arfoud,31.4375,-4.25,2026-09-16,34.8,23.2,0.0,3,13.0,21.2,2,Chaud,Aucune,Modéré,12.16,Faible
Arfoud,31.4375,-4.25,2026-09-17,35.3,23.2,0.0,26,12.0,20.2,3,Chaud,Aucune,Modéré,11.86,Faible
Arfoud,31.4375,-4.25,2026-09-18,35.2,24.6,0.0,33,15.0,27.0,3,Chaud,Aucune,Modéré,13.040000000000001,Faible
Arfoud,31.4375,-4.25,2026-09-19,33.2,23.6,0.0,19,14.8,23.4,3,Chaud,Aucune,Modéré,12.560000000000002,Faible
Arfoud,31.4375,-4.25,2026-09-20,34.4,20.6,0.0,3,8.4,16.2,2,Chaud,Aucune,Faible,10.24,Faible
Tahla,34.0625,-4.4375,2026-09-14,36.6,21.7,0.0,0,12.7,24.8,3,Chaud,Aucune,Modéré,12.4,Faible
Tahla,34.0625,-4.4375,2026-09-15,35.3,21.2,0.0,0,17.3,32.4,3,Chaud,Aucune,Modéré,13.98,Faible
Tahla,34.0625,-4.4375,2026-09-16,30.5,18.9,0.0,0,17.3,33.5,1,Chaud,Aucune,Modéré,13.020000000000001,Faible
Tahla,34.0625,-4.4375,2026-09-17,27.5,16.8,0.0,15,14.8,28.4,3,Modéré,Aucune,Modéré,11.420000000000002,Faible
Tahla,34.0625,-4.4375,2026-09-18,30.9,16.2,0.0,10,21.2,40.0,3,Chaud,Aucune,Modéré,14.66,Faible
Tahla,34.0625,-4.4375,2026-09-19,35.6,21.3,0.0,5,19.5,38.2,3,Chaud,Aucune,Modéré,14.920000000000002,Faible
Tahla,34.0625,-4.4375,2026-09-20,36.5,22.5,0.0,5,22.7,41.0,1,Chaud,Aucune,Modéré,16.380000000000003,Faible
Missour,33.0625,-4.0,2026-09-14,36.4,19.7,0.1,13,21.9,35.6,3,Chaud,Faible,Modéré,16.08,Faible
Missour,33.0625,-4.0,2026-09-15,35.3,20.0,0.1,20,17.4,34.9,3,Chaud,Faible,Modéré,14.059999999999999,Faible
Missour,33.0625,-4.0,2026-09-16,31.3,17.9,0.0,0,14.3,22.7,2,Chaud,Aucune,Modéré,11.98,Faible
Missour,33.0625,-4.0,2026-09-17,33.2,17.9,0.0,25,33.4,56.9,3,Chaud,Aucune,Fort,20.0,Faible
Missour,33.0625,-4.0,2026-09-18,29.9,15.9,0.0,16,28.6,45.4,3,Modéré,Aucune,Modéré,17.42,Faible
Missour,33.0625,-4.0,2026-09-19,33.1,17.6,0.0,8,13.8,25.9,3,Chaud,Aucune,Modéré,12.14,Faible
Missour,33.0625,-4.0,2026-09-20,34.5,18.8,0.0,5,19.5,29.2,2,Chaud,Aucune,Modéré,14.700000000000001,Faible
Sidi Lmokhtar,31.5625,-9.0,2026-09-14,40.4,24.8,0.0,5,26.9,46.8,3,Très chaud,Aucune,Modéré,18.84,Faible
Sidi Lmokhtar,31.5625,-9.0,2026-09-15,38.3,24.7,0.0,3,24.5,41.0,3,Chaud,Aucune,Modéré,17.46,Faible
Sidi Lmokhtar,31.5625,-9.0,2026-09-16,34.0,21.3,0.0,0,27.3,45.7,0,Chaud,Aucune,Modéré,17.720000000000002,Faible
Sidi Lmokhtar,31.5625,-9.0,2026-09-17,28.5,17.4,0.0,2,20.7,36.0,2,Modéré,Aucune,Modéré,13.98,Faible
Sidi Lmokhtar,31.5625,-9.0,2026-09-18,31.0,17.1,0.0,3,17.3,29.2,1,Chaud,Aucune,Modéré,13.120000000000001,Faible
Sidi Lmokhtar,31.5625,-9.0,2026-09-19,34.6,18.2,2.4,3,14.3,40.0,80,Chaud,Faible,Modéré,13.600000000000001,Faible
Sidi Lmokhtar,31.5625,-9.0,2026-09-20,38.0,21.3,0.0,3,21.4,33.8,2,Chaud,Aucune,Modéré,16.16,Faible
Douar Toulal,33.875,-5.625,2026-09-14,38.2,23.4,0.0,0,18.6,41.4,2,Chaud,Aucune,Modéré,15.080000000000002,Faible
Douar Toulal,33.875,-5.625,2026-09-15,34.4,21.2,0.0,0,18.4,40.7,3,Chaud,Aucune,Modéré,14.239999999999998,Faible
Douar Toulal,33.875,-5.625,2026-09-16,30.6,18.9,0.0,0,18.6,41.0,1,Chaud,Aucune,Modéré,13.560000000000002,Faible
Douar Toulal,33.875,-5.625,2026-09-17,26.6,17.6,0.0,5,14.5,32.8,3,Modéré,Aucune,Modéré,11.120000000000001,Faible
Douar Toulal,33.875,-5.625,2026-09-18,30.3,15.6,0.0,5,13.7,31.0,2,Chaud,Aucune,Modéré,11.540000000000001,Faible
Douar Toulal,33.875,-5.625,2026-09-19,35.1,19.0,0.0,5,9.5,32.4,3,Chaud,Aucune,Faible,10.82,Faible
Douar Toulal,33.875,-5.625,2026-09-20,37.4,21.8,0.0,5,18.4,34.9,2,Chaud,Aucune,Modéré,14.84,Faible
Oulad Yaïch,32.4375,-6.3125,2026-09-14,40.5,24.0,0.0,5,24.3,52.9,3,Très chaud,Aucune,Modéré,17.82,Faible
Oulad Yaïch,32.4375,-6.3125,2026-09-15,38.2,25.3,0.0,3,20.2,36.0,3,Chaud,Aucune,Modéré,15.72,Faible
Oulad Yaïch,32.4375,-6.3125,2026-09-16,34.8,20.5,0.0,0,17.2,33.1,0,Chaud,Aucune,Modéré,13.84,Faible
Oulad Yaïch,32.4375,-6.3125,2026-09-17,32.0,17.8,0.0,8,14.8,26.3,3,Chaud,Aucune,Modéré,12.32,Faible
Oulad Yaïch,32.4375,-6.3125,2026-09-18,33.8,17.9,0.0,13,5.6,13.7,3,Chaud,Aucune,Faible,9.0,Faible
Oulad Yaïch,32.4375,-6.3125,2026-09-19,35.8,21.9,0.6,10,14.3,28.4,3,Chaud,Faible,Modéré,13.120000000000001,Faible
Oulad Yaïch,32.4375,-6.3125,2026-09-20,37.8,26.7,0.0,10,18.0,37.1,2,Chaud,Aucune,Modéré,14.76,Faible
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-14,38.2,19.3,0.0,3,22.3,51.5,3,Chaud,Aucune,Modéré,16.560000000000002,Faible
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-15,35.8,19.7,0.0,0,21.0,37.1,3,Chaud,Aucune,Modéré,15.56,Faible
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-16,32.1,17.3,0.0,0,14.3,25.9,1,Chaud,Aucune,Modéré,12.14,Faible
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-17,30.2,17.1,0.0,5,13.4,27.7,3,Chaud,Aucune,Modéré,11.4,Faible
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-18,32.3,14.8,0.0,18,9.5,16.9,2,Chaud,Aucune,Faible,10.26,Faible
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-19,34.1,19.5,0.3,8,10.4,21.2,3,Chaud,Faible,Modéré,11.100000000000001,Faible
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-20,36.7,19.6,0.0,8,14.3,31.7,2,Chaud,Aucune,Modéré,13.060000000000002,Faible
Imi-n-Tanout,31.1875,-8.875,2026-09-14,35.4,25.1,0.0,5,25.2,45.0,3,Chaud,Aucune,Modéré,17.16,Faible
Imi-n-Tanout,31.1875,-8.875,2026-09-15,34.2,24.4,0.0,3,24.8,43.2,2,Chaud,Aucune,Modéré,16.76,Faible
Imi-n-Tanout,31.1875,-8.875,2026-09-16,30.3,19.9,0.0,0,25.0,43.6,1,Chaud,Aucune,Modéré,16.060000000000002,Faible
Imi-n-Tanout,31.1875,-8.875,2026-09-17,25.6,16.4,0.0,3,17.4,30.6,45,Modéré,Aucune,Modéré,12.080000000000002,Faible
Imi-n-Tanout,31.1875,-8.875,2026-09-18,26.9,15.6,0.0,13,18.4,32.4,2,Modéré,Aucune,Modéré,12.739999999999998,Faible
Imi-n-Tanout,31.1875,-8.875,2026-09-19,31.5,18.5,2.1,17,11.6,24.5,3,Chaud,Faible,Modéré,11.780000000000001,Faible
Imi-n-Tanout,31.1875,-8.875,2026-09-20,33.3,21.8,0.3,18,12.2,25.9,3,Chaud,Faible,Modéré,11.66,Faible
Sebt Gzoula,32.125,-9.0625,2026-09-14,41.2,27.8,0.0,0,24.5,45.0,3,Très chaud,Aucune,Modéré,18.04,Faible
Sebt Gzoula,32.125,-9.0625,2026-09-15,38.0,24.4,0.0,0,24.8,45.4,3,Chaud,Aucune,Modéré,17.520000000000003,Faible
Sebt Gzoula,32.125,-9.0625,2026-09-16,30.8,20.4,0.0,0,21.6,40.0,2,Chaud,Aucune,Modéré,14.8,Faible
Sebt Gzoula,32.125,-9.0625,2026-09-17,27.3,18.1,0.0,0,17.5,33.1,2,Modéré,Aucune,Modéré,12.46,Faible
Sebt Gzoula,32.125,-9.0625,2026-09-18,30.6,18.0,0.0,0,20.4,36.7,2,Chaud,Aucune,Modéré,14.280000000000001,Faible
Sebt Gzoula,32.125,-9.0625,2026-09-19,32.1,19.0,0.0,3,17.1,31.7,3,Chaud,Aucune,Modéré,13.260000000000002,Faible
Sebt Gzoula,32.125,-9.0625,2026-09-20,38.3,22.7,0.0,3,19.6,38.2,1,Chaud,Aucune,Modéré,15.5,Faible
