city,latitude,longitude,date,temp_max,temp_min,precipitation,precip_probability,wind_speed,wind_gusts,weather_code,temperature_category,precipitation_category,wind_category,score,danger
Mehdya,34.25,-6.625,2026-09-15,27.4,21.0,0.0,0,12.7,29.2,45,Modéré,Aucune,Modéré,10.56,Faible
Mehdya,34.25,-6.625,2026-09-16,26.2,20.8,0.0,0,17.3,37.4,2,Modéré,Aucune,Modéré,12.16,Faible
Mehdya,34.25,-6.625,2026-09-17,26.2,18.5,0.0,0,12.7,29.9,3,Modéré,Aucune,Modéré,10.32,Faible
Mehdya,34.25,-6.625,2026-09-18,27.4,17.5,0.0,0,16.6,36.4,45,Modéré,Aucune,Modéré,12.120000000000001,Faible
Mehdya,34.25,-6.625,2026-09-19,29.1,17.1,0.0,3,13.7,32.4,3,Modéré,Aucune,Modéré,11.3,Faible
Mehdya,34.25,-6.625,2026-09-20,33.7,19.9,0.0,0,16.1,36.0,0,Chaud,Aucune,Modéré,13.180000000000003,Faible
Ouezzane,34.8125,-5.625,2026-09-14,38.8,21.6,0.0,0,17.1,33.5,0,Chaud,Aucune,Modéré,14.600000000000001,Faible
Ouezzane,34.8125,-5.625,2026-09-15,35.6,20.1,0.0,0,18.3,36.7,2,Chaud,Aucune,Modéré,14.440000000000001,Faible
Ouezzane,34.8125,-5.625,2026-09-16,30.3,17.7,0.0,0,17.0,33.5,2,Chaud,Aucune,Modéré,12.860000000000001,Faible
Ouezzane,34.8125,-5.625,2026-09-17,26.8,17.7,0.0,0,11.6,22.7,3,Modéré,Aucune,Modéré,10.0,Faible
Ouezzane,34.8125,-5.625,2026-09-18,31.5,15.2,0.0,5,13.1,32.0,2,Chaud,Aucune,Modéré,11.540000000000001,Faible
Ouezzane,34.8125,-5.625,2026-09-19,37.1,17.0,0.0,5,15.5,29.9,3,Chaud,Aucune,Modéré,13.620000000000001,Faible
Ouezzane,34.8125,-5.625,2026-09-20,40.1,20.6,0.0,5,11.6,24.1,3,Très chaud,Aucune,Modéré,12.66,Faible
Ait Ourir,31.5625,-7.6875,2026-09-14,37.9,25.2,0.0,3,21.8,40.3,3,Chaud,Aucune,Modéré,16.3,Faible
Ait Ourir,31.5625,-7.6875,2026-09-15,36.2,24.1,0.0,3,19.2,36.0,3,Chaud,Aucune,Modéré,14.920000000000002,Faible
Ait Ourir,31.5625,-7.6875,2026-09-16,32.9,19.8,0.0,0,14.2,27.4,0,Chaud,Aucune,Modéré,12.26,Faible
Ait Ourir,31.5625,-7.6875,2026-09-17,28.9,17.0,0.0,5,10.8,21.6,2,Modéré,Aucune,Modéré,10.100000000000001,Faible
Ait Ourir,31.5625,-7.6875,2026-09-18,30.2,17.1,0.0,21,12.0,24.5,3,Chaud,Aucune,Modéré,10.84,Faible
Ait Ourir,31.5625,-7.6875,2026-09-19,34.1,18.5,0.9,17,9.7,19.1,3,Chaud,Faible,Faible,11.06,Faible
Ait Ourir,31.5625,-7.6875,2026-09-20,36.7,19.6,0.0,8,16.3,31.3,3,Chaud,Aucune,Modéré,13.860000000000001,Faible
Oulad Tayeb,33.9375,-5.0,2026-09-14,37.9,22.7,0.0,0,15.5,31.0,3,Chaud,Aucune,Modéré,13.780000000000001,Faible
Oulad Tayeb,33.9375,-5.0,2026-09-15,34.9,23.1,0.0,0,16.9,31.7,3,Chaud,Aucune,Modéré,13.74,Faible
Oulad Tayeb,33.9375,-5.0,2026-09-16,31.1,20.5,0.0,0,17.3,32.4,1,Chaud,Aucune,Modéré,13.14,Faible
Oulad Tayeb,33.9375,-5.0,2026-09-17,27.3,18.2,0.0,8,13.3,27.0,45,Modéré,Aucune,Modéré,10.780000000000001,Faible
Oulad Tayeb,33.9375,-5.0,2026-09-18,31.4,17.6,0.0,13,14.0,27.0,3,Chaud,Aucune,Modéré,11.88,Faible
Oulad Tayeb,33.9375,-5.0,2026-09-19,36.7,20.3,0.0,5,9.7,25.2,3,Chaud,Aucune,Faible,11.22,Faible
Oulad Tayeb,33.9375,-5.0,2026-09-20,38.2,22.8,0.0,5,17.2,41.0,2,Chaud,Aucune,Modéré,14.52,Faible
Tit Mellil,33.5625,-7.5,2026-09-14,34.2,23.7,0.0,0,12.8,33.8,2,Chaud,Aucune,Modéré,11.96,Faible
Tit Mellil,33.5625,-7.5,2026-09-15,29.6,21.1,0.0,0,13.7,35.6,45,Modéré,Aucune,Modéré,11.400000000000002,Faible
Tit Mellil,33.5625,-7.5,2026-09-16,26.1,20.1,0.0,0,15.9,41.0,3,Modéré,Aucune,Modéré,11.580000000000002,Faible
Tit Mellil,33.5625,-7.5,2026-09-17,26.1,18.7,0.0,0,13.5,35.6,3,Modéré,Aucune,Modéré,10.620000000000001,Faible
Tit Mellil,33.5625,-7.5,2026-09-18,26.1,16.9,0.0,0,16.6,41.8,45,Modéré,Aucune,Modéré,11.860000000000001,Faible
Tit Mellil,33.5625,-7.5,2026-09-19,28.0,19.1,0.0,3,13.1,34.9,45,Modéré,Aucune,Modéré,10.84,Faible
Tit Mellil,33.5625,-7.5,2026-09-20,31.1,20.5,0.0,3,13.3,35.3,45,Chaud,Aucune,Modéré,11.540000000000001,Faible
Sidi Bennour,32.625,-8.4375,2026-09-14,40.9,22.6,0.0,0,26.8,46.1,3,Très chaud,Aucune,Modéré,18.9,Faible
Sidi Bennour,32.625,-8.4375,2026-09-15,36.8,20.8,0.0,0,24.9,44.6,3,Chaud,Aucune,Modéré,17.32,Faible
Sidi Bennour,32.625,-8.4375,2026-09-16,30.0,18.2,0.0,0,23.5,40.7,45,Chaud,Aucune,Modéré,15.4,Faible
Sidi Bennour,32.625,-8.4375,2026-09-17,27.7,17.4,0.0,2,20.1,34.2,3,Modéré,Aucune,Modéré,13.580000000000002,Faible
Sidi Bennour,32.625,-8.4375,2026-09-18,30.3,16.6,0.0,3,21.0,37.8,45,Chaud,Aucune,Modéré,14.46,Faible
Sidi Bennour,32.625,-8.4375,2026-09-19,34.3,17.7,0.0,3,17.7,34.2,3,Chaud,Aucune,Modéré,13.94,Faible
Sidi Bennour,32.625,-8.4375,2026-09-20,39.1,20.2,0.0,0,19.1,34.9,1,Chaud,Aucune,Modéré,15.46,Faible
Temsia,30.375,-9.4375,2026-09-14,40.3,26.0,0.0,8,21.7,46.1,3,Très chaud,Aucune,Modéré,16.740000000000002,Faible
Temsia,30.375,-9.4375,2026-09-15,37.4,26.1,0.0,3,20.1,41.0,3,Chaud,Aucune,Modéré,15.520000000000001,Faible
Temsia,30.375,-9.4375,2026-09-16,31.0,22.2,0.0,0,20.9,45.0,1,Chaud,Aucune,Modéré,14.559999999999999,Faible
Temsia,30.375,-9.4375,2026-09-17,27.8,20.4,0.0,0,20.8,42.8,2,Modéré,Aucune,Modéré,13.88,Faible
Temsia,30.375,-9.4375,2026-09-18,27.6,19.6,0.0,10,20.3,42.8,3,Modéré,Aucune,Modéré,13.64,Faible
Temsia,30.375,-9.4375,2026-09-19,35.6,19.3,0.0,4,17.8,31.7,2,Chaud,Aucune,Modéré,14.240000000000002,Faible
Temsia,30.375,-9.4375,2026-09-20,40.9,24.8,0.0,0,28.8,50.0,2,Très chaud,Aucune,Modéré,19.700000000000003,Faible
Biougra,30.1875,-9.375,2026-09-14,40.3,27.6,0.0,5,21.1,34.6,3,Très chaud,Aucune,Modéré,16.5,Faible
Biougra,30.1875,-9.375,2026-09-15,38.3,26.6,0.0,3,24.8,40.7,2,Chaud,Aucune,Modéré,17.580000000000002,Faible
Biougra,30.1875,-9.375,2026-09-16,32.2,22.9,0.0,0,33.4,55.1,1,Chaud,Aucune,Fort,19.8,Faible
Biougra,30.1875,-9.375,2026-09-17,27.4,20.5,0.0,0,31.6,52.2,2,Modéré,Aucune,Fort,18.12,Faible
Biougra,30.1875,-9.375,2026-09-18,27.7,20.0,0.0,5,25.7,42.8,2,Modéré,Aucune,Modéré,15.82,Faible
Biougra,30.1875,-9.375,2026-09-19,32.4,19.3,0.0,3,20.2,33.5,2,Chaud,Aucune,Modéré,14.56,Faible
Biougra,30.1875,-9.375,2026-09-20,39.8,23.4,0.0,0,28.2,48.6,1,Chaud,Aucune,Modéré,19.240000000000002,Faible
Al Hoceïma,35.1875,-3.875,2026-09-14,29.2,19.5,0.0,0,16.0,29.5,1,Modéré,Aucune,Modéré,12.24,Faible
Al Hoceïma,35.1875,-3.875,2026-09-15,25.9,19.4,0.0,0,11.2,20.5,45,Modéré,Aucune,Modéré,9.66,Faible
Al Hoceïma,35.1875,-3.875,2026-09-16,27.9,19.3,0.0,0,10.8,21.6,45,Modéré,Aucune,Modéré,9.9,Faible
Al Hoceïma,35.1875,-3.875,2026-09-17,25.4,20.0,0.0,3,14.0,25.2,3,Modéré,Aucune,Modéré,10.68,Faible
Al Hoceïma,35.1875,-3.875,2026-09-18,26.0,19.1,0.0,5,17.3,32.4,45,Modéré,Aucune,Modéré,12.120000000000001,Faible
Al Hoceïma,35.1875,-3.875,2026-09-19,27.7,19.5,0.0,5,14.9,28.8,3,Modéré,Aucune,Modéré,11.5,Faible
Al Hoceïma,35.1875,-3.875,2026-09-20,27.7,22.0,0.0,0,12.5,22.7,45,Modéré,Aucune,Modéré,10.54,Faible
Qasbat Tadla,32.625,-6.25,2026-09-14,40.6,21.3,0.0,3,19.3,37.8,3,Très chaud,Aucune,Modéré,15.840000000000002,Faible
Qasbat Tadla,32.625,-6.25,2026-09-15,38.1,22.7,0.0,0,20.2,37.1,3,Chaud,Aucune,Modéré,15.700000000000001,Faible
Qasbat Tadla,32.625,-6.25,2026-09-16,34.5,18.0,0.0,0,17.7,38.5,1,Chaud,Aucune,Modéré,13.98,Faible
Qasbat Tadla,32.625,-6.25,2026-09-17,32.2,17.0,0.0,7,10.8,24.5,3,Chaud,Aucune,Modéré,10.760000000000002,Faible
Qasbat Tadla,32.625,-6.25,2026-09-18,34.0,15.9,0.0,23,14.3,25.2,3,Chaud,Aucune,Modéré,12.520000000000001,Faible
Qasbat Tadla,32.625,-6.25,2026-09-19,36.4,19.6,0.3,11,11.3,28.1,3,Chaud,Faible,Modéré,11.920000000000002,Faible
Qasbat Tadla,32.625,-6.25,2026-09-20,38.6,18.6,0.0,10,12.6,25.6,1,Chaud,Aucune,Modéré,12.760000000000002,Faible
Aziylal,31.9375,-6.5625,2026-09-14,31.8,19.5,0.0,18,18.7,39.6,3,Chaud,Aucune,Modéré,13.84,Faible
Aziylal,31.9375,-6.5625,2026-09-15,29.0,20.3,0.3,13,30.6,76.3,63,Modéré,Faible,Fort,18.160000000000004,Faible
Aziylal,31.9375,-6.5625,2026-09-16,26.6,15.5,0.0,0,18.0,37.8,0,Modéré,Aucune,Modéré,12.52,Faible
Aziylal,31.9375,-6.5625,2026-09-17,25.5,15.1,0.0,29,17.3,36.4,3,Modéré,Aucune,Modéré,12.020000000000001,Faible
Aziylal,31.9375,-6.5625,2026-09-18,26.3,14.3,0.0,38,15.6,33.1,3,Modéré,Aucune,Modéré,11.5,Faible
Aziylal,31.9375,-6.5625,2026-09-19,27.8,18.3,9.3,17,15.0,32.0,63,Modéré,Modérée,Modéré,15.280000000000001,Faible
Aziylal,31.9375,-6.5625,2026-09-20,28.8,16.9,0.0,15,12.3,32.8,3,Modéré,Aucune,Modéré,10.680000000000001,Faible
Boujad,32.75,-6.375,2026-09-14,38.7,21.8,0.0,0,15.0,27.4,3,Chaud,Aucune,Modéré,13.740000000000002,Faible
Boujad,32.75,-6.375,2026-09-15,35.8,23.4,0.0,0,22.1,40.0,3,Chaud,Aucune,Modéré,16.0,Faible
Boujad,32.75,-6.375,2026-09-16,32.6,17.7,0.0,0,21.5,41.8,1,Chaud,Aucune,Modéré,15.120000000000001,Faible
Boujad,32.75,-6.375,2026-09-17,31.0,16.6,0.0,12,16.3,33.5,3,Chaud,Aucune,Modéré,12.72,Faible
Boujad,32.75,-6.375,2026-09-18,32.4,16.0,0.0,20,18.0,36.7,3,Chaud,Aucune,Modéré,13.68,Faible
Boujad,32.75,-6.375,2026-09-19,34.5,19.5,0.3,7,12.6,25.6,80,Chaud,Faible,Modéré,12.06,Faible
Boujad,32.75,-6.375,2026-09-20,36.4,20.8,0.0,3,13.7,35.3,2,Chaud,Aucune,Modéré,12.760000000000002,Faible
Al Aaroui,35.0,-3.0,2026-09-14,27.6,20.8,0.0,0,23.2,40.7,45,Modéré,Aucune,Modéré,14.8,Faible
Al Aaroui,35.0,-3.0,2026-09-15,28.2,19.2,0.0,0,17.3,30.6,45,Modéré,Aucune,Modéré,12.560000000000002,Faible
Al Aaroui,35.0,-3.0,2026-09-16,32.9,16.5,0.0,0,16.2,28.4,1,Chaud,Aucune,Modéré,13.06,Faible
Al Aaroui,35.0,-3.0,2026-09-17,27.4,19.4,0.0,2,16.8,31.0,3,Modéré,Aucune,Modéré,12.200000000000001,Faible
Al Aaroui,35.0,-3.0,2026-09-18,26.8,18.2,0.0,5,24.2,43.6,45,Modéré,Aucune,Modéré,15.04,Faible
Al Aaroui,35.0,-3.0,2026-09-19,28.8,20.5,0.0,8,20.2,36.4,3,Modéré,Aucune,Modéré,13.84,Faible
Al Aaroui,35.0,-3.0,2026-09-20,29.3,20.8,0.0,5,17.7,36.0,45,Modéré,Aucune,Modéré,12.940000000000001,Faible
Mrirt,33.1875,-5.5625,2026-09-14,35.4,20.7,0.0,10,22.7,45.7,3,Chaud,Aucune,Modéré,16.16,Faible
Mrirt,33.1875,-5.5625,2026-09-15,33.4,19.9,0.0,10,21.8,43.2,3,Chaud,Aucune,Modéré,15.4,Faible
Mrirt,33.1875,-5.5625,2026-09-16,30.0,15.0,0.0,0,20.0,41.0,1,Chaud,Aucune,Modéré,14.0,Faible
Mrirt,33.1875,-5.5625,2026-09-17,29.0,15.5,0.0,45,17.8,36.4,3,Modéré,Aucune,Modéré,12.920000000000002,Faible
Mrirt,33.1875,-5.5625,2026-09-18,29.9,13.5,0.0,35,18.4,36.7,3,Modéré,Aucune,Modéré,13.34,Faible
Mrirt,33.1875,-5.5625,2026-09-19,31.3,16.7,0.0,8,19.1,39.6,2,Chaud,Aucune,Modéré,13.900000000000002,Faible
Mrirt,33.1875,-5.5625,2026-09-20,33.7,16.7,0.0,8,16.9,33.5,3,Chaud,Aucune,Modéré,13.5,Faible
Tineghir,31.5,-5.5625,2026-09-14,34.1,21.2,0.0,5,25.8,45.7,3,Chaud,Aucune,Modéré,17.14,Faible
Tineghir,31.5,-5.5625,2026-09-15,30.0,20.3,0.1,25,28.4,50.8,61,Chaud,Faible,Modéré,17.4,Faible
Tineghir,31.5,-5.5625,2026-09-16,31.2,17.0,0.0,0,28.7,44.3,1,Chaud,Aucune,Modéré,17.72,Faible
Tineghir,31.5,-5.5625,2026-09-17,31.5,17.6,0.0,45,20.6,33.1,3,Chaud,Aucune,Modéré,14.540000000000001,Faible
Tineghir,31.5,-5.5625,2026-09-18,31.3,18.7,0.0,45,12.2,26.3,3,Chaud,Aucune,Modéré,11.14,Faible
Tineghir,31.5,-5.5625,2026-09-19,27.8,19.8,0.45,36,13.0,26.3,3,Modéré,Faible,Modéré,10.940000000000001,Faible
Tineghir,31.5,-5.5625,2026-09-20,30.6,18.0,0.0,16,14.8,23.4,1,Chaud,Aucune,Modéré,12.040000000000003,Faible
Bouknadel,34.1875,-6.6875,2026-09-14,31.1,22.4,0.0,0,9.9,18.0,0,Chaud,Aucune,Faible,10.180000000000001,Faible
Bouknadel,34.1875,-6.6875,2026-09-15,26.0,21.0,0.0,0,15.9,28.1,45,Modéré,Aucune,Modéré,11.56,Faible
Bouknadel,34.1875,-6.6875,2026-09-16,25.1,20.7,0.0,0,21.2,36.7,2,Modéré,Aucune,Modéré,13.5,Faible
Bouknadel,34.1875,-6.6875,2026-09-17,25.0,18.7,0.0,0,14.4,26.3,3,Modéré,Aucune,Modéré,10.760000000000002,Faible
Bouknadel,34.1875,-6.6875,2026-09-18,25.5,17.7,0.0,0,18.4,31.7,45,Modéré,Aucune,Modéré,12.46,Faible
Bouknadel,34.1875,-6.6875,2026-09-19,29.1,17.2,0.0,3,13.7,32.4,3,Modéré,Aucune,Modéré,11.3,Faible
Bouknadel,34.1875,-6.6875,2026-09-20,33.6,19.9,0.0,0,16.1,36.0,0,Chaud,Aucune,Modéré,13.160000000000002,Faible
Zagora,30.3125,-5.8125,2026-09-14,38.7,24.1,0.0,5,16.6,31.0,3,Chaud,Aucune,Modéré,14.380000000000003,Faible
Zagora,30.3125,-5.8125,2026-09-15,34.9,27.4,0.0,13,33.0,59.0,61,Chaud,Aucune,Fort,20.18,Faible
Zagora,30.3125,-5.8125,2026-09-16,37.2,23.1,0.0,0,14.0,23.8,1,Chaud,Aucune,Modéré,13.040000000000003,Faible
Zagora,30.3125,-5.8125,2026-09-17,36.9,24.0,0.0,13,20.5,32.0,2,Chaud,Aucune,Modéré,15.580000000000002,Faible
Zagora,30.3125,-5.8125,2026-09-18,36.8,23.8,0.0,20,16.6,26.3,2,Chaud,Aucune,Modéré,14.0,Faible
Zagora,30.3125,-5.8125,2026-09-19,33.9,24.0,0.0,20,25.6,39.6,2,Chaud,Aucune,Modéré,17.020000000000003,Faible
Zagora,30.3125,-5.8125,2026-09-20,35.7,25.9,0.0,0,19.1,30.6,3,Chaud,Aucune,Modéré,14.780000000000001,Faible
Azemmour,33.3125,-8.3125,2026-09-14,31.9,20.3,0.0,0,15.2,27.7,1,Chaud,Aucune,Modéré,12.46,Faible
Azemmour,33.3125,-8.3125,2026-09-15,28.4,21.1,0.0,0,17.3,31.7,45,Modéré,Aucune,Modéré,12.600000000000001,Faible
Azemmour,33.3125,-8.3125,2026-09-16,26.1,19.9,0.0,0,19.6,36.0,45,Modéré,Aucune,Modéré,13.060000000000002,Faible
Azemmour,33.3125,-8.3125,2026-09-17,26.1,18.1,0.0,2,14.8,27.0,3,Modéré,Aucune,Modéré,11.14,Faible
Azemmour,33.3125,-8.3125,2026-09-18,25.9,17.5,0.0,3,20.3,36.7,45,Modéré,Aucune,Modéré,13.3,Faible
Azemmour,33.3125,-8.3125,2026-09-19,27.1,19.7,0.0,3,18.4,34.9,3,Modéré,Aucune,Modéré,12.780000000000001,Faible
Azemmour,33.3125,-8.3125,2026-09-20,29.2,21.1,0.0,0,17.3,32.8,45,Modéré,Aucune,Modéré,12.760000000000002,Faible
El Hajeb,33.6875,-5.375,2026-09-14,34.9,23.6,0.1,8,21.1,43.6,3,Chaud,Faible,Modéré,15.46,Faible
El Hajeb,33.6875,-5.375,2026-09-15,32.8,21.1,0.0,3,20.4,42.5,3,Chaud,Aucune,Modéré,14.719999999999999,Faible
El Hajeb,33.6875,-5.375,2026-09-16,28.7,18.5,0.0,0,20.0,41.4,1,Modéré,Aucune,Modéré,13.74,Faible
El Hajeb,33.6875,-5.375,2026-09-17,25.5,16.2,0.0,18,15.6,32.8,3,Modéré,Aucune,Modéré,11.34,Faible
El Hajeb,33.6875,-5.375,2026-09-18,27.5,14.6,0.0,18,18.3,38.2,3,Modéré,Aucune,Modéré,12.82,Faible
El Hajeb,33.6875,-5.375,2026-09-19,32.8,17.2,0.0,7,11.9,22.7,3,Chaud,Aucune,Modéré,11.32,Faible
El Hajeb,33.6875,-5.375,2026-09-20,34.6,20.7,0.0,8,20.4,41.4,2,Chaud,Aucune,Modéré,15.080000000000002,Faible
Jerada,34.3125,-2.1875,2026-09-14,31.2,18.2,0.0,0,16.9,34.2,1,Chaud,Aucune,Modéré,13.0,Faible
Jerada,34.3125,-2.1875,2026-09-15,31.1,19.7,0.0,0,17.7,34.2,3,Chaud,Aucune,Modéré,13.3,Faible
Jerada,34.3125,-2.1875,2026-09-16,28.9,19.0,0.0,0,22.9,43.2,1,Modéré,Aucune,Modéré,14.940000000000001,Faible
Jerada,34.3125,-2.1875,2026-09-17,26.8,17.2,0.0,9,13.9,35.6,3,Modéré,Aucune,Modéré,10.920000000000002,Faible
Jerada,34.3125,-2.1875,2026-09-18,27.1,14.9,0.0,25,18.7,49.3,3,Modéré,Aucune,Modéré,12.900000000000002,Faible
Jerada,34.3125,-2.1875,2026-09-19,33.2,14.9,0.0,10,16.8,37.1,3,Chaud,Aucune,Modéré,13.360000000000001,Faible
Jerada,34.3125,-2.1875,2026-09-20,32.4,17.3,0.0,10,17.1,33.8,3,Chaud,Aucune,Modéré,13.32,Faible
El Aïoun,34.5625,-2.5,2026-09-14,32.5,17.7,0.0,0,16.0,27.4,1,Chaud,Aucune,Modéré,12.9,Faible
El Aïoun,34.5625,-2.5,2026-09-15,32.3,16.9,0.0,0,12.0,21.2,3,Chaud,Aucune,Modéré,11.260000000000002,Faible
El Aïoun,34.5625,-2.5,2026-09-16,31.8,16.3,0.0,0,21.2,36.7,0,Chaud,Aucune,Modéré,14.84,Faible
El Aïoun,34.5625,-2.5,2026-09-17,28.7,16.4,0.0,3,15.8,28.1,3,Modéré,Aucune,Modéré,12.06,Faible
El Aïoun,34.5625,-2.5,2026-09-18,28.3,14.9,0.0,25,18.7,32.4,45,Modéré,Aucune,Modéré,13.14,Faible
El Aïoun,34.5625,-2.5,2026-09-19,31.5,16.4,0.0,6,14.4,25.6,3,Chaud,Aucune,Modéré,12.060000000000002,Faible
El Aïoun,34.5625,-2.5,2026-09-20,31.4,17.7,0.0,5,13.8,26.3,45,Chaud,Aucune,Modéré,11.8,Faible
Tameslouht,31.5,-8.125,2026-09-14,39.4,26.5,0.0,5,26.8,47.9,3,Chaud,Aucune,Modéré,18.6,Faible
Tameslouht,31.5,-8.125,2026-09-15,37.3,25.1,0.0,3,23.1,37.8,3,Chaud,Aucune,Modéré,16.7,Faible
Tameslouht,31.5,-8.125,2026-09-16,34.0,21.2,0.0,0,19.7,33.8,0,Chaud,Aucune,Modéré,14.68,Faible
Tameslouht,31.5,-8.125,2026-09-17,29.6,17.5,0.0,3,12.9,22.3,1,Modéré,Aucune,Modéré,11.080000000000002,Faible
Tameslouht,31.5,-8.125,2026-09-18,31.2,17.7,0.0,18,11.4,20.2,2,Chaud,Aucune,Modéré,10.8,Faible
Tameslouht,31.5,-8.125,2026-09-19,35.4,19.0,0.6,12,14.8,40.3,3,Chaud,Faible,Modéré,13.240000000000002,Faible
Tameslouht,31.5,-8.125,2026-09-20,37.3,21.2,0.0,8,12.8,26.3,2,Chaud,Aucune,Modéré,12.580000000000002,Faible
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-14,37.6,22.4,0.0,0,17.1,31.3,0,Chaud,Aucune,Modéré,14.360000000000001,Faible
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-15,31.5,20.4,0.0,0,19.3,34.9,2,Chaud,Aucune,Modéré,14.020000000000001,Faible
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-16,28.0,20.4,0.0,0,20.8,37.1,2,Modéré,Aucune,Modéré,13.920000000000002,Faible
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-17,27.3,18.2,0.0,0,14.8,28.4,3,Modéré,Aucune,Modéré,11.380000000000003,Faible
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-18,29.3,16.9,0.0,0,19.7,36.4,45,Modéré,Aucune,Modéré,13.74,Faible
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-19,34.6,17.4,0.0,3,20.9,38.2,2,Chaud,Aucune,Modéré,15.280000000000001,Faible
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-20,39.1,21.1,0.0,0,20.7,37.4,1,Chaud,Aucune,Modéré,16.1,Faible
Chichaoua,31.5625,-8.75,2026-09-14,40.5,23.8,0.0,0,24.6,40.3,3,Très chaud,Aucune,Modéré,17.94,Faible
Chichaoua,31.5625,-8.75,2026-09-15,38.2,25.0,0.0,8,26.7,42.8,3,Chaud,Aucune,Modéré,18.32,Faible
Chichaoua,31.5625,-8.75,2026-09-16,34.3,21.1,0.0,0,25.6,41.4,0,Chaud,Aucune,Modéré,17.1,Faible
Chichaoua,31.5625,-8.75,2026-09-17,29.8,17.9,0.0,0,17.3,28.8,2,Modéré,Aucune,Modéré,12.880000000000003,Faible
Chichaoua,31.5625,-8.75,2026-09-18,31.5,17.9,0.0,5,17.5,30.2,2,Chaud,Aucune,Modéré,13.3,Faible
Chichaoua,31.5625,-8.75,2026-09-19,36.0,18.7,0.9,9,14.0,46.1,61,Chaud,Faible,Modéré,13.16,Faible
Chichaoua,31.5625,-8.75,2026-09-20,37.3,21.8,0.0,10,10.2,19.8,3,Chaud,Aucune,Modéré,11.54,Faible
Al ’Attawia,31.8125,-7.3125,2026-09-14,38.3,23.6,0.0,3,20.9,37.4,3,Chaud,Aucune,Modéré,16.02,Faible
Al ’Attawia,31.8125,-7.3125,2026-09-15,36.5,23.5,0.0,3,20.3,36.4,3,Chaud,Aucune,Modéré,15.420000000000002,Faible
Al ’Attawia,31.8125,-7.3125,2026-09-16,32.8,18.3,0.0,0,17.1,29.9,0,Chaud,Aucune,Modéré,13.4,Faible
Al ’Attawia,31.8125,-7.3125,2026-09-17,29.1,16.4,0.0,8,12.9,24.5,45,Modéré,Aucune,Modéré,10.98,Faible
Al ’Attawia,31.8125,-7.3125,2026-09-18,30.2,16.5,0.0,16,15.0,26.6,2,Chaud,Aucune,Modéré,12.04,Faible
Al ’Attawia,31.8125,-7.3125,2026-09-19,34.3,16.9,0.6,16,12.3,35.3,80,Chaud,Faible,Modéré,12.02,Faible
Al ’Attawia,31.8125,-7.3125,2026-09-20,36.7,18.5,0.0,8,17.3,29.5,3,Chaud,Aucune,Modéré,14.260000000000002,Faible
Tabount,30.875,-6.9375,2026-09-14,34.6,21.1,0.0,18,11.6,23.8,3,Chaud,Aucune,Modéré,11.56,Faible
Tabount,30.875,-6.9375,2026-09-15,30.1,22.6,0.2,20,19.4,65.5,3,Chaud,Faible,Modéré,13.86,Faible
Tabount,30.875,-6.9375,2026-09-16,33.1,18.9,0.0,0,24.0,39.2,0,Chaud,Aucune,Modéré,16.220000000000002,Faible
Tabount,30.875,-6.9375,2026-09-17,33.7,18.0,0.0,20,12.9,22.0,3,Chaud,Aucune,Modéré,11.900000000000002,Faible
Tabount,30.875,-6.9375,2026-09-18,33.8,19.1,0.0,43,11.4,26.6,3,Chaud,Aucune,Modéré,11.32,Faible
Tabount,30.875,-6.9375,2026-09-19,30.0,19.0,0.0,28,16.1,29.9,3,Chaud,Aucune,Modéré,12.440000000000001,Faible
Tabount,30.875,-6.9375,2026-09-20,32.7,19.7,0.0,13,18.1,31.0,3,Chaud,Aucune,Modéré,13.780000000000001,Faible
Zaïo,34.9375,-2.75,2026-09-14,30.0,19.7,0.0,0,13.3,35.6,45,Chaud,Aucune,Modéré,11.32,Faible
Zaïo,34.9375,-2.75,2026-09-15,29.4,18.8,0.0,0,10.8,25.6,45,Modéré,Aucune,Modéré,10.2,Faible
Zaïo,34.9375,-2.75,2026-09-16,33.2,18.4,0.0,0,15.2,34.2,45,Chaud,Aucune,Modéré,12.72,Faible
Zaïo,34.9375,-2.75,2026-09-17,27.6,19.4,0.0,3,12.8,32.8,45,Modéré,Aucune,Modéré,10.64,Faible
Zaïo,34.9375,-2.75,2026-09-18,27.8,18.9,0.0,3,15.7,36.0,45,Modéré,Aucune,Modéré,11.84,Faible
Zaïo,34.9375,-2.75,2026-09-19,28.7,19.8,0.0,4,19.7,34.6,3,Modéré,Aucune,Modéré,13.620000000000001,Faible
Zaïo,34.9375,-2.75,2026-09-20,29.1,20.9,0.0,3,19.8,35.6,45,Modéré,Aucune,Modéré,13.740000000000002,Faible
Aguelmous,33.125,-5.8125,2026-09-14,34.7,21.4,0.0,25,16.9,38.2,3,Chaud,Aucune,Modéré,13.700000000000001,Faible
Aguelmous,33.125,-5.8125,2026-09-15,32.6,18.8,0.0,5,22.1,43.6,3,Chaud,Aucune,Modéré,15.360000000000003,Faible
