city,latitude,longitude,date,temp_max,temp_min,precipitation,precip_probability,wind_speed,wind_gusts,weather_code
Youssoufia,32.25,-8.5,2026-09-19,35.3,17.3,0.6,5,13.8,28.8,80
Youssoufia,32.25,-8.5,2026-09-20,38.8,22.2,0.0,5,20.8,47.5,3
Midalt,32.6875,-4.75,2026-09-14,30.6,17.0,0.1,13,17.4,42.8,3
Midalt,32.6875,-4.75,2026-09-15,30.0,17.2,0.1,5,17.4,33.1,3
Midalt,32.6875,-4.75,2026-09-16,26.9,17.2,0.0,0,25.3,46.1,2
Midalt,32.6875,-4.75,2026-09-17,28.2,14.5,0.0,45,27.3,48.6,3
Midalt,32.6875,-4.75,2026-09-18,26.9,13.4,0.0,19,19.6,35.6,3
Midalt,32.6875,-4.75,2026-09-19,28.9,14.8,0.0,5,21.6,33.8,45
Midalt,32.6875,-4.75,2026-09-20,30.4,13.7,0.0,5,15.8,26.3,3
Aïn Harrouda,33.625,-7.4375,2026-09-14,33.6,23.4,0.0,0,11.4,30.6,1
Aïn Harrouda,33.625,-7.4375,2026-09-15,28.8,21.3,0.0,0,13.0,34.6,45
Aïn Harrouda,33.625,-7.4375,2026-09-16,26.0,20.5,0.0,0,15.9,40.7,3
Aïn Harrouda,33.625,-7.4375,2026-09-17,26.2,19.3,0.0,0,13.8,36.4,3
Aïn Harrouda,33.625,-7.4375,2026-09-18,26.1,16.9,0.0,0,15.6,39.6,45
Aïn Harrouda,33.625,-7.4375,2026-09-19,27.6,19.0,0.0,0,14.0,32.0,45
Aïn Harrouda,33.625,-7.4375,2026-09-20,30.1,21.2,0.0,0,14.0,32.8,0
Souq Sebt Oulad Nemma,32.3125,-6.6875,2026-09-14,41.3,23.3,0.0,3,15.0,28.4,3
Souq Sebt Oulad Nemma,32.3125,-6.6875,2026-09-15,39.1,25.3,0.0,3,21.3,35.6,3
Souq Sebt Oulad Nemma,32.3125,-6.6875,2026-09-16,35.6,19.8,0.0,0,17.3,34.6,1
Souq Sebt Oulad Nemma,32.3125,-6.6875,2026-09-17,32.3,17.5,0.0,5,14.8,28.1,2
Souq Sebt Oulad Nemma,32.3125,-6.6875,2026-09-18,34.2,17.9,0.0,14,7.1,15.1,2
Souq Sebt Oulad Nemma,32.3125,-6.6875,2026-09-19,37.9,19.4,0.0,14,16.6,45.4,3
Souq Sebt Oulad Nemma,32.3125,-6.6875,2026-09-20,39.6,21.5,0.0,3,13.9,26.3,2
Mehdya,34.25,-6.625,2026-09-14,33.4,22.5,0.0,0,10.4,24.5,0
Mehdya,34.25,-6.625,2026-09-15,27.4,21.0,0.0,0,12.7,29.2,45
Mehdya,34.25,-6.625,2026-09-16,26.2,20.8,0.0,0,17.3,37.4,2
Mehdya,34.25,-6.625,2026-09-17,26.2,18.5,0.0,0,12.7,29.9,3
Mehdya,34.25,-6.625,2026-09-18,27.4,17.5,0.0,0,16.6,36.4,45
Mehdya,34.25,-6.625,2026-09-19,29.1,17.1,0.0,3,13.7,32.4,3
Mehdya,34.25,-6.625,2026-09-20,33.7,19.9,0.0,0,16.1,36.0,0
Ouezzane,34.8125,-5.625,2026-09-14,38.8,21.6,0.0,0,17.1,33.5,0
Ouezzane,34.8125,-5.625,2026-09-15,35.6,20.1,0.0,0,18.3,36.7,2
Ouezzane,34.8125,-5.625,2026-09-16,30.3,17.7,0.0,0,17.0,33.5,2
Ouezzane,34.8125,-5.625,2026-09-17,26.8,17.7,0.0,0,11.6,22.7,3
Ouezzane,34.8125,-5.625,2026-09-18,31.5,15.2,0.0,5,13.1,32.0,2
Ouezzane,34.8125,-5.625,2026-09-19,37.1,17.0,0.0,5,15.5,29.9,3
Ouezzane,34.8125,-5.625,2026-09-20,40.1,20.6,0.0,5,11.6,24.1,3
Ait Ourir,31.5625,-7.6875,2026-09-14,37.9,25.2,0.0,3,21.8,40.3,3
Ait Ourir,31.5625,-7.6875,2026-09-15,36.2,24.1,0.0,3,19.2,36.0,3
Ait Ourir,31.5625,-7.6875,2026-09-16,32.9,19.8,0.0,0,14.2,27.4,0
Ait Ourir,31.5625,-7.6875,2026-09-17,28.9,17.0,0.0,5,10.8,21.6,2
Ait Ourir,31.5625,-7.6875,2026-09-18,30.2,17.1,0.0,21,12.0,24.5,3
Ait Ourir,31.5625,-7.6875,2026-09-19,34.1,18.5,0.9,17,9.7,19.1,3
Ait Ourir,31.5625,-7.6875,2026-09-20,36.7,19.6,0.0,8,16.3,31.3,3
Oulad Tayeb,33.9375,-5.0,2026-09-14,37.9,22.7,0.0,0,15.5,31.0,3
Oulad Tayeb,33.9375,-5.0,2026-09-15,34.9,23.1,0.0,0,16.9,31.7,3
Oulad Tayeb,33.9375,-5.0,2026-09-16,31.1,20.5,0.0,0,17.3,32.4,1
Oulad Tayeb,33.9375,-5.0,2026-09-17,27.3,18.2,0.0,8,13.3,27.0,45
Oulad Tayeb,33.9375,-5.0,2026-09-18,31.4,17.6,0.0,13,14.0,27.0,3
Oulad Tayeb,33.9375,-5.0,2026-09-19,36.7,20.3,0.0,5,9.7,25.2,3
Oulad Tayeb,33.9375,-5.0,2026-09-20,38.2,22.8,0.0,5,17.2,41.0,2
Tit Mellil,33.5625,-7.5,2026-09-14,34.2,23.7,0.0,0,12.8,33.8,2
Tit Mellil,33.5625,-7.5,2026-09-15,29.6,21.1,0.0,0,13.7,35.6,45
Tit Mellil,33.5625,-7.5,2026-09-16,26.1,20.1,0.0,0,15.9,41.0,3
Tit Mellil,33.5625,-7.5,2026-09-17,26.1,18.7,0.0,0,13.5,35.6,3
Tit Mellil,33.5625,-7.5,2026-09-18,26.1,16.9,0.0,0,16.6,41.8,45
Tit Mellil,33.5625,-7.5,2026-09-19,28.0,19.1,0.0,3,13.1,34.9,45
Tit Mellil,33.5625,-7.5,2026-09-20,31.1,20.5,0.0,3,13.3,35.3,45
Sidi Bennour,32.625,-8.4375,2026-09-14,40.9,22.6,0.0,0,26.8,46.1,3
Sidi Bennour,32.625,-8.4375,2026-09-15,36.8,20.8,0.0,0,24.9,44.6,3
Sidi Bennour,32.625,-8.4375,2026-09-16,30.0,18.2,0.0,0,23.5,40.7,45
Sidi Bennour,32.625,-8.4375,2026-09-17,27.7,17.4,0.0,2,20.1,34.2,3
Sidi Bennour,32.625,-8.4375,2026-09-18,30.3,16.6,0.0,3,21.0,37.8,45
Sidi Bennour,32.625,-8.4375,2026-09-19,34.3,17.7,0.0,3,17.7,34.2,3
Sidi Bennour,32.625,-8.4375,2026-09-20,39.1,20.2,0.0,0,19.1,34.9,1
Temsia,30.375,-9.4375,2026-09-14,40.3,26.0,0.0,8,21.7,46.1,3
Temsia,30.375,-9.4375,2026-09-15,37.4,26.1,0.0,3,20.1,41.0,3
Temsia,30.375,-9.4375,2026-09-16,31.0,22.2,0.0,0,20.9,45.0,1
Temsia,30.375,-9.4375,2026-09-17,27.8,20.4,0.0,0,20.8,42.8,2
Temsia,30.375,-9.4375,2026-09-18,27.6,19.6,0.0,10,20.3,42.8,3
Temsia,30.375,-9.4375,2026-09-19,35.6,19.3,0.0,4,17.8,31.7,2
Temsia,30.375,-9.4375,2026-09-20,40.9,24.8,0.0,0,28.8,50.0,2
Biougra,30.1875,-9.375,2026-09-14,40.3,27.6,0.0,5,21.1,34.6,3
Biougra,30.1875,-9.375,2026-09-15,38.3,26.6,0.0,3,24.8,40.7,2
Biougra,30.1875,-9.375,2026-09-16,32.2,22.9,0.0,0,33.4,55.1,1
Biougra,30.1875,-9.375,2026-09-17,27.4,20.5,0.0,0,31.6,52.2,2
Biougra,30.1875,-9.375,2026-09-18,27.7,20.0,0.0,5,25.7,42.8,2
Biougra,30.1875,-9.375,2026-09-19,32.4,19.3,0.0,3,20.2,33.5,2
Biougra,30.1875,-9.375,2026-09-20,39.8,23.4,0.0,0,28.2,48.6,1
Al Hoceïma,35.1875,-3.875,2026-09-14,29.2,19.5,0.0,0,16.0,29.5,1
Al Hoceïma,35.1875,-3.875,2026-09-15,25.9,19.4,0.0,0,11.2,20.5,45
Al Hoceïma,35.1875,-3.875,2026-09-16,27.9,19.3,0.0,0,10.8,21.6,45
Al Hoceïma,35.1875,-3.875,2026-09-17,25.4,20.0,0.0,3,14.0,25.2,3
Al Hoceïma,35.1875,-3.875,2026-09-18,26.0,19.1,0.0,5,17.3,32.4,45
Al Hoceïma,35.1875,-3.875,2026-09-19,27.7,19.5,0.0,5,14.9,28.8,3
Al Hoceïma,35.1875,-3.875,2026-09-20,27.7,22.0,0.0,0,12.5,22.7,45
Qasbat Tadla,32.625,-6.25,2026-09-14,40.6,21.3,0.0,3,19.3,37.8,3
Qasbat Tadla,32.625,-6.25,2026-09-15,38.1,22.7,0.0,0,20.2,37.1,3
Qasbat Tadla,32.625,-6.25,2026-09-16,34.5,18.0,0.0,0,17.7,38.5,1
Qasbat Tadla,32.625,-6.25,2026-09-17,32.2,17.0,0.0,7,10.8,24.5,3
Qasbat Tadla,32.625,-6.25,2026-09-18,34.0,15.9,0.0,23,14.3,25.2,3
Qasbat Tadla,32.625,-6.25,2026-09-19,36.4,19.6,0.3,11,11.3,28.1,3
Qasbat Tadla,32.625,-6.25,2026-09-20,38.6,18.6,0.0,10,12.6,25.6,1
Aziylal,31.9375,-6.5625,2026-09-14,31.8,19.5,0.0,18,18.7,39.6,3
Aziylal,31.9375,-6.5625,2026-09-15,29.0,20.3,0.3,13,30.6,76.3,63
Aziylal,31.9375,-6.5625,2026-09-16,26.6,15.5,0.0,0,18.0,37.8,0
Aziylal,31.9375,-6.5625,2026-09-17,25.5,15.1,0.0,29,17.3,36.4,3
Aziylal,31.9375,-6.5625,2026-09-18,26.3,14.3,0.0,38,15.6,33.1,3
Aziylal,31.9375,-6.5625,2026-09-19,27.8,18.3,9.3,17,15.0,32.0,63
Aziylal,31.9375,-6.5625,2026-09-20,28.8,16.9,0.0,15,12.3,32.8,3
Boujad,32.75,-6.375,2026-09-14,38.7,21.8,0.0,0,15.0,27.4,3
Boujad,32.75,-6.375,2026-09-15,35.8,23.4,0.0,0,22.1,40.0,3
Boujad,32.75,-6.375,2026-09-16,32.6,17.7,0.0,0,21.5,41.8,1
Boujad,32.75,-6.375,2026-09-17,31.0,16.6,0.0,12,16.3,33.5,3
Boujad,32.75,-6.375,2026-09-18,32.4,16.0,0.0,20,18.0,36.7,3
Boujad,32.75,-6.375,2026-09-19,34.5,19.5,0.3,7,12.6,25.6,80
Boujad,32.75,-6.375,2026-09-20,36.4,20.8,0.0,3,13.7,35.3,2
Al Aaroui,35.0,-3.0,2026-09-14,27.6,20.8,0.0,0,23.2,40.7,45
Al Aaroui,35.0,-3.0,2026-09-15,28.2,19.2,0.0,0,17.3,30.6,45
Al Aaroui,35.0,-3.0,2026-09-16,32.9,16.5,0.0,0,16.2,28.4,1
Al Aaroui,35.0,-3.0,2026-09-17,27.4,19.4,0.0,2,16.8,31.0,3
Al Aaroui,35.0,-3.0,2026-09-18,26.8,18.2,0.0,5,24.2,43.6,45
Al Aaroui,35.0,-3.0,2026-09-19,28.8,20.5,0.0,8,20.2,36.4,3
Al Aaroui,35.0,-3.0,2026-09-20,29.3,20.8,0.0,5,17.7,36.0,45
Mrirt,33.1875,-5.5625,2026-09-14,35.4,20.7,0.0,10,22.7,45.7,3
Mrirt,33.1875,-5.5625,2026-09-15,33.4,19.9,0.0,10,21.8,43.2,3
Mrirt,33.1875,-5.5625,2026-09-16,30.0,15.0,0.0,0,20.0,41.0,1
Mrirt,33.1875,-5.5625,2026-09-17,29.0,15.5,0.0,45,17.8,36.4,3
Mrirt,33.1875,-5.5625,2026-09-18,29.9,13.5,0.0,35,18.4,36.7,3
Mrirt,33.1875,-5.5625,2026-09-19,31.3,16.7,0.0,8,19.1,39.6,2
Mrirt,33.1875,-5.5625,2026-09-20,33.7,16.7,0.0,8,16.9,33.5,3
Tineghir,31.5,-5.5625,2026-09-14,34.1,21.2,0.0,5,25.8,45.7,3
Tineghir,31.5,-5.5625,2026-09-15,30.0,20.3,0.1,25,28.4,50.8,61
Tineghir,31.5,-5.5625,2026-09-16,31.2,17.0,0.0,0,28.7,44.3,1
Tineghir,31.5,-5.5625,2026-09-17,31.5,17.6,0.0,45,20.6,33.1,3
Tineghir,31.5,-5.5625,2026-09-18,31.3,18.7,0.0,45,12.2,26.3,3
Tineghir,31.5,-5.5625,2026-09-19,27.8,19.8,0.45,36,13.0,26.3,3
Tineghir,31.5,-5.5625,2026-09-20,30.6,18.0,0.0,16,14.8,23.4,1
Bouknadel,34.1875,-6.6875,2026-09-14,31.1,22.4,0.0,0,9.9,18.0,0
Bouknadel,34.1875,-6.6875,2026-09-15,26.0,21.0,0.0,0,15.9,28.1,45
Bouknadel,34.1875,-6.6875,2026-09-16,25.1,20.7,0.0,0,21.2,36.7,2
Bouknadel,34.1875,-6.6875,2026-09-17,25.0,18.7,0.0,0,14.4,26.3,3
Bouknadel,34.1875,-6.6875,2026-09-18,25.5,17.7,0.0,0,18.4,31.7,45
Bouknadel,34.1875,-6.6875,2026-09-19,29.1,17.2,0.0,3,13.7,32.4,3
Bouknadel,34.1875,-6.6875,2026-09-20,33.6,19.9,0.0,0,16.1,36.0,0
Zagora,30.3125,-5.8125,2026-09-14,38.7,24.1,0.0,5,16.6,31.0,3
Zagora,30.3125,-5.8125,2026-09-15,34.9,27.4,0.0,13,33.0,59.0,61
Zagora,30.3125,-5.8125,2026-09-16,37.2,23.1,0.0,0,14.0,23.8,1
Zagora,30.3125,-5.8125,2026-09-17,36.9,24.0,0.0,13,20.5,32.0,2
Zagora,30.3125,-5.8125,2026-09-18,36.8,23.8,0.0,20,16.6,26.3,2
Zagora,30.3125,-5.8125,2026-09-19,33.9,24.0,0.0,20,25.6,39.6,2
Zagora,30.3125,-5.8125,2026-09-20,35.7,25.9,0.0,0,19.1,30.6,3
Azemmour,33.3125,-8.3125,2026-09-14,31.9,20.3,0.0,0,15.2,27.7,1
Azemmour,33.3125,-8.3125,2026-09-15,28.4,21.1,0.0,0,17.3,31.7,45
Azemmour,33.3125,-8.3125,2026-09-16,26.1,19.9,0.0,0,19.6,36.0,45
Azemmour,33.3125,-8.3125,2026-09-17,26.1,18.1,0.0,2,14.8,27.0,3
Azemmour,33.3125,-8.3125,2026-09-18,25.9,17.5,0.0,3,20.3,36.7,45
Azemmour,33.3125,-8.3125,2026-09-19,27.1,19.7,0.0,3,18.4,34.9,3
Azemmour,33.3125,-8.3125,2026-09-20,29.2,21.1,0.0,0,17.3,32.8,45
El Hajeb,33.6875,-5.375,2026-09-14,34.9,23.6,0.1,8,21.1,43.6,3
El Hajeb,33.6875,-5.375,2026-09-15,32.8,21.1,0.0,3,20.4,42.5,3
El Hajeb,33.6875,-5.375,2026-09-16,28.7,18.5,0.0,0,20.0,41.4,1
El Hajeb,33.6875,-5.375,2026-09-17,25.5,16.2,0.0,18,15.6,32.8,3
El Hajeb,33.6875,-5.375,2026-09-18,27.5,14.6,0.0,18,18.3,38.2,3
El Hajeb,33.6875,-5.375,2026-09-19,32.8,17.2,0.0,7,11.9,22.7,3
El Hajeb,33.6875,-5.375,2026-09-20,34.6,20.7,0.0,8,20.4,41.4,2
Jerada,34.3125,-2.1875,2026-09-14,31.2,18.2,0.0,0,16.9,34.2,1
Jerada,34.3125,-2.1875,2026-09-15,31.1,19.7,0.0,0,17.7,34.2,3
Jerada,34.3125,-2.1875,2026-09-16,28.9,19.0,0.0,0,22.9,43.2,1
Jerada,34.3125,-2.1875,2026-09-17,26.8,17.2,0.0,9,13.9,35.6,3
Jerada,34.3125,-2.1875,2026-09-18,27.1,14.9,0.0,25,18.7,49.3,3
Jerada,34.3125,-2.1875,2026-09-19,33.2,14.9,0.0,10,16.8,37.1,3
Jerada,34.3125,-2.1875,2026-09-20,32.4,17.3,0.0,10,17.1,33.8,3
El Aïoun,34.5625,-2.5,2026-09-14,32.5,17.7,0.0,0,16.0,27.4,1
El Aïoun,34.5625,-2.5,2026-09-15,32.3,16.9,0.0,0,12.0,21.2,3
El Aïoun,34.5625,-2.5,2026-09-16,31.8,16.3,0.0,0,21.2,36.7,0
El Aïoun,34.5625,-2.5,2026-09-17,28.7,16.4,0.0,3,15.8,28.1,3
El Aïoun,34.5625,-2.5,2026-09-18,28.3,14.9,0.0,25,18.7,32.4,45
El Aïoun,34.5625,-2.5,2026-09-19,31.5,16.4,0.0,6,14.4,25.6,3
El Aïoun,34.5625,-2.5,2026-09-20,31.4,17.7,0.0,5,13.8,26.3,45
Tameslouht,31.5,-8.125,2026-09-14,39.4,26.5,0.0,5,26.8,47.9,3
Tameslouht,31.5,-8.125,2026-09-15,37.3,25.1,0.0,3,23.1,37.8,3
Tameslouht,31.5,-8.125,2026-09-16,34.0,21.2,0.0,0,19.7,33.8,0
Tameslouht,31.5,-8.125,2026-09-17,29.6,17.5,0.0,3,12.9,22.3,1
Tameslouht,31.5,-8.125,2026-09-18,31.2,17.7,0.0,18,11.4,20.2,2
Tameslouht,31.5,-8.125,2026-09-19,35.4,19.0,0.6,12,14.8,40.3,3
Tameslouht,31.5,-8.125,2026-09-20,37.3,21.2,0.0,8,12.8,26.3,2
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-14,37.6,22.4,0.0,0,17.1,31.3,0
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-15,31.5,20.4,0.0,0,19.3,34.9,2
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-16,28.0,20.4,0.0,0,20.8,37.1,2
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-17,27.3,18.2,0.0,0,14.8,28.4,3
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-18,29.3,16.9,0.0,0,19.7,36.4,45
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-19,34.6,17.4,0.0,3,20.9,38.2,2
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-20,39.1,21.1,0.0,0,20.7,37.4,1
Chichaoua,31.5625,-8.75,2026-09-14,40.5,23.8,0.0,0,24.6,40.3,3
Chichaoua,31.5625,-8.75,2026-09-15,38.2,25.0,0.0,8,26.7,42.8,3
Chichaoua,31.5625,-8.75,2026-09-16,34.3,21.1,0.0,0,25.6,41.4,0
Chichaoua,31.5625,-8.75,2026-09-17,29.8,17.9,0.0,0,17.3,28.8,2
Chichaoua,31.5625,-8.75,2026-09-18,31.5,17.9,0.0,5,17.5,30.2,2
Chichaoua,31.5625,-8.75,2026-09-19,36.0,18.7,0.9,9,14.0,46.1,61
Chichaoua,31.5625,-8.75,2026-09-20,37.3,21.8,0.0,10,10.2,19.8,3
Al ’Attawia,31.8125,-7.3125,2026-09-14,38.3,23.6,0.0,3,20.9,37.4,3
Al ’Attawia,31.8125,-7.3125,2026-09-15,36.5,23.5,0.0,3,20.3,36.4,3
Al ’Attawia,31.8125,-7.3125,2026-09-16,32.8,18.3,0.0,0,17.1,29.9,0
Al ’Attawia,31.8125,-7.3125,2026-09-17,29.1,16.4,0.0,8,12.9,24.5,45
Al ’Attawia,31.8125,-7.3125,2026-09-18,30.2,16.5,0.0,16,15.0,26.6,2
Al ’Attawia,31.8125,-7.3125,2026-09-19,34.3,16.9,0.6,16,12.3,35.3,80
Al ’Attawia,31.8125,-7.3125,2026-09-20,36.7,18.5,0.0,8,17.3,29.5,3
Tabount,30.875,-6.9375,2026-09-14,34.6,21.1,0.0,18,11.6,23.8,3
Tabount,30.875,-6.9375,2026-09-15,30.1,22.6,0.2,20,19.4,65.5,3
Tabount,30.875,-6.9375,2026-09-16,33.1,18.9,0.0,0,24.0,39.2,0
Tabount,30.875,-6.9375,2026-09-17,33.7,18.0,0.0,20,12.9,22.0,3
Tabount,30.875,-6.9375,2026-09-18,33.8,19.1,0.0,43,11.4,26.6,3
Tabount,30.875,-6.9375,2026-09-19,30.0,19.0,0.0,28,16.1,29.9,3
Tabount,30.875,-6.9375,2026-09-20,32.7,19.7,0.0,13,18.1,31.0,3
Zaïo,34.9375,-2.75,2026-09-14,30.0,19.7,0.0,0,13.3,35.6,45
Zaïo,34.9375,-2.75,2026-09-15,29.4,18.8,0.0,0,10.8,25.6,45
Zaïo,34.9375,-2.75,2026-09-16,33.2,18.4,0.0,0,15.2,34.2,45
Zaïo,34.9375,-2.75,2026-09-17,27.6,19.4,0.0,3,12.8,32.8,45
Zaïo,34.9375,-2.75,2026-09-18,27.8,18.9,0.0,3,15.7,36.0,45
Zaïo,34.9375,-2.75,2026-09-19,28.7,19.8,0.0,4,19.7,34.6,3
Zaïo,34.9375,-2.75,2026-09-20,29.1,20.9,0.0,3,19.8,35.6,45
Aguelmous,33.125,-5.8125,2026-09-14,34.7,21.4,0.0,25,16.9,38.2,3
Aguelmous,33.125,-5.8125,2026-09-15,32.6,18.8,0.0,5,22.1,43.6,3
Aguelmous,33.125,-5.8125,2026-09-16,29.6,15.6,0.0,0,19.5,41.4,1
Aguelmous,33.125,-5.8125,2026-09-17,28.4,15.8,0.0,30,15.2,31.7,3
Aguelmous,33.125,-5.8125,2026-09-18,29.9,13.9,0.0,35,20.6,40.7,2
Aguelmous,33.125,-5.8125,2026-09-19,31.0,17.0,0.3,12,15.8,34.9,3
Aguelmous,33.125,-5.8125,2026-09-20,33.3,17.6,0.0,13,16.9,32.8,2
Asilah,35.5,-6.0,2026-09-14,32.4,23.5,0.0,0,23.5,42.5,0
Asilah,35.5,-6.0,2026-09-15,32.5,22.0,0.0,0,21.1,38.9,0
Asilah,35.5,-6.0,2026-09-16,25.3,19.8,0.0,0,21.9,39.6,3
Asilah,35.5,-6.0,2026-09-17,24.1,19.2,0.0,0,16.6,30.2,3
Asilah,35.5,-6.0,2026-09-18,28.6,17.1,0.0,0,25.5,49.0,2
Asilah,35.5,-6.0,2026-09-19,36.5,21.6,0.0,3,19.2,34.9,2
Asilah,35.5,-6.0,2026-09-20,37.8,23.3,0.0,3,18.1,36.0,1
Imzouren,35.125,-3.875,2026-09-14,29.9,19.3,0.0,0,14.6,26.6,1
Imzouren,35.125,-3.875,2026-09-15,26.5,19.1,0.0,0,12.3,22.7,3
Imzouren,35.125,-3.875,2026-09-16,29.0,19.9,0.0,3,11.8,21.6,1
Imzouren,35.125,-3.875,2026-09-17,25.9,19.6,0.0,3,14.4,26.6,3
Imzouren,35.125,-3.875,2026-09-18,26.3,18.7,0.0,13,16.2,30.2,3
Imzouren,35.125,-3.875,2026-09-19,30.2,19.3,0.0,3,12.0,23.4,3
Imzouren,35.125,-3.875,2026-09-20,30.7,20.9,0.0,0,11.7,23.4,3
Mediouna,33.4375,-7.5,2026-09-14,38.4,23.9,0.0,0,19.6,35.3,3
Mediouna,33.4375,-7.5,2026-09-15,33.1,20.7,0.0,0,18.3,33.5,45
Mediouna,33.4375,-7.5,2026-09-16,27.8,19.2,0.0,0,19.8,35.3,45
Mediouna,33.4375,-7.5,2026-09-17,27.1,18.2,0.0,0,15.0,28.4,3
Mediouna,33.4375,-7.5,2026-09-18,27.8,16.2,0.0,0,20.2,37.4,45
Mediouna,33.4375,-7.5,2026-09-19,27.6,18.4,0.0,5,13.1,34.9,45
Mediouna,33.4375,-7.5,2026-09-20,30.7,20.1,0.0,5,13.3,35.3,45
Demnat,31.75,-7.0625,2026-09-14,35.4,23.4,0.0,3,19.5,38.2,3
Demnat,31.75,-7.0625,2026-09-15,33.1,21.7,0.0,8,20.0,39.6,3
Demnat,31.75,-7.0625,2026-09-16,29.9,17.5,0.0,0,18.0,34.2,0
Demnat,31.75,-7.0625,2026-09-17,26.3,15.0,0.0,13,13.5,26.3,1
Demnat,31.75,-7.0625,2026-09-18,27.8,14.7,0.0,25,12.4,23.4,1
Demnat,31.75,-7.0625,2026-09-19,31.2,16.1,0.3,14,13.4,36.0,3
Demnat,31.75,-7.0625,2026-09-20,33.7,17.8,0.3,15,13.1,35.3,3
Aïn Taoujdat,33.9375,-5.1875,2026-09-14,37.5,22.1,0.0,3,17.2,33.1,3
Aïn Taoujdat,33.9375,-5.1875,2026-09-15,34.4,21.8,0.0,0,18.4,38.5,3
Aïn Taoujdat,33.9375,-5.1875,2026-09-16,31.1,20.3,0.0,0,19.0,36.7,1
Aïn Taoujdat,33.9375,-5.1875,2026-09-17,26.4,17.6,0.0,10,15.1,28.8,45
Aïn Taoujdat,33.9375,-5.1875,2026-09-18,30.7,16.5,0.0,10,14.2,28.4,3
Aïn Taoujdat,33.9375,-5.1875,2026-09-19,36.3,19.2,0.3,5,13.5,26.3,3
Aïn Taoujdat,33.9375,-5.1875,2026-09-20,37.9,21.3,0.0,5,17.9,33.8,1
Sidi Smai’il,32.8125,-8.5,2026-09-14,39.8,22.4,0.0,0,21.1,36.7,1
Sidi Smai’il,32.8125,-8.5,2026-09-15,35.0,20.9,0.0,0,22.3,38.5,3
Sidi Smai’il,32.8125,-8.5,2026-09-16,28.4,19.3,0.0,0,21.6,37.4,2
Sidi Smai’il,32.8125,-8.5,2026-09-17,27.1,17.9,0.0,2,17.6,31.3,3
Sidi Smai’il,32.8125,-8.5,2026-09-18,28.8,17.3,0.0,3,20.7,37.8,45
Sidi Smai’il,32.8125,-8.5,2026-09-19,31.3,18.5,0.0,0,18.8,34.2,3
Sidi Smai’il,32.8125,-8.5,2026-09-20,36.4,20.7,0.0,0,19.1,35.3,0
Moulay Bousselham,34.875,-6.25,2026-09-14,33.7,21.2,0.0,0,15.4,25.9,0
Moulay Bousselham,34.875,-6.25,2026-09-15,28.1,19.1,0.0,0,28.0,46.1,45
Moulay Bousselham,34.875,-6.25,2026-09-16,25.2,19.4,0.0,0,18.2,30.2,45
Moulay Bousselham,34.875,-6.25,2026-09-17,24.8,18.4,0.0,0,12.9,22.0,45
Moulay Bousselham,34.875,-6.25,2026-09-18,25.3,15.6,0.0,0,19.7,32.8,45
Moulay Bousselham,34.875,-6.25,2026-09-19,30.7,17.4,0.0,3,18.6,32.8,3
Moulay Bousselham,34.875,-6.25,2026-09-20,35.9,20.1,0.0,3,19.5,35.3,0
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-14,39.6,24.3,0.0,0,18.9,34.9,0
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-15,34.9,20.8,0.0,0,19.5,37.1,1
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-16,29.6,19.8,0.0,0,18.6,34.2,2
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-17,27.7,19.0,0.0,0,12.4,23.8,3
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-18,31.8,16.2,0.0,0,15.4,34.6,45
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-19,36.2,18.7,0.0,0,19.6,36.4,3
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-20,40.6,20.9,0.0,0,15.3,34.9,1
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-14,40.0,26.5,0.0,0,16.6,31.3,0
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-15,36.0,22.0,0.0,0,19.0,36.4,3
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-16,31.4,20.4,0.0,0,19.3,36.0,2
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-17,28.1,19.8,0.0,0,12.5,23.8,3
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-18,33.1,17.4,0.0,3,10.5,18.7,45
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-19,39.0,20.9,0.0,3,16.2,29.9,2
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-20,41.1,22.5,0.0,3,12.3,27.4,1
Zeghanghane,35.125,-3.0,2026-09-14,27.1,21.3,0.0,0,22.1,40.7,2
Zeghanghane,35.125,-3.0,2026-09-15,27.8,20.0,0.0,0,14.2,28.8,45
