city,latitude,longitude,date,temp_max,temp_min,precipitation,precip_probability,wind_speed,wind_gusts,weather_code
Zeghanghane,35.125,-3.0,2026-09-16,31.8,17.6,0.0,0,13.4,26.3,45
Zeghanghane,35.125,-3.0,2026-09-17,26.9,20.0,0.0,3,10.5,22.7,3
Zeghanghane,35.125,-3.0,2026-09-18,26.3,19.4,0.0,5,19.5,38.5,3
Zeghanghane,35.125,-3.0,2026-09-19,27.9,21.6,0.0,8,18.9,34.6,3
Zeghanghane,35.125,-3.0,2026-09-20,27.9,21.8,0.0,3,19.2,35.3,3
Oulad Barhil,30.625,-8.5,2026-09-14,40.4,23.0,0.0,10,34.4,63.0,3
Oulad Barhil,30.625,-8.5,2026-09-15,39.2,24.9,0.1,20,21.6,59.4,3
Oulad Barhil,30.625,-8.5,2026-09-16,35.8,21.0,0.0,0,27.5,51.1,0
Oulad Barhil,30.625,-8.5,2026-09-17,30.2,17.5,0.0,0,31.3,56.9,1
Oulad Barhil,30.625,-8.5,2026-09-18,30.6,16.4,0.0,15,28.0,54.7,1
Oulad Barhil,30.625,-8.5,2026-09-19,35.8,18.1,0.6,7,23.5,40.3,3
Oulad Barhil,30.625,-8.5,2026-09-20,38.5,25.1,0.0,3,15.8,28.8,3
Bir Jdid,33.375,-8.0,2026-09-14,33.4,22.4,0.0,0,15.6,30.2,1
Bir Jdid,33.375,-8.0,2026-09-15,29.4,20.8,0.0,0,17.0,33.5,45
Bir Jdid,33.375,-8.0,2026-09-16,25.9,19.7,0.0,0,19.8,37.8,45
Bir Jdid,33.375,-8.0,2026-09-17,25.9,18.3,0.0,2,16.6,32.0,3
Bir Jdid,33.375,-8.0,2026-09-18,26.0,17.2,0.0,3,21.3,41.4,2
Bir Jdid,33.375,-8.0,2026-09-19,27.9,19.0,0.0,3,19.5,37.1,45
Bir Jdid,33.375,-8.0,2026-09-20,30.9,20.1,0.0,0,17.9,35.6,45
Bou Arfa,32.5,-1.9375,2026-09-14,34.3,21.5,0.1,8,14.5,29.5,3
Bou Arfa,32.5,-1.9375,2026-09-15,32.2,20.3,0.2,15,20.3,31.7,3
Bou Arfa,32.5,-1.9375,2026-09-16,29.3,20.2,0.0,5,15.6,24.8,3
Bou Arfa,32.5,-1.9375,2026-09-17,30.3,17.5,0.6,27,21.8,33.8,3
Bou Arfa,32.5,-1.9375,2026-09-18,29.3,17.9,0.0,34,16.1,23.8,3
Bou Arfa,32.5,-1.9375,2026-09-19,32.1,20.2,0.0,18,11.4,22.0,3
Bou Arfa,32.5,-1.9375,2026-09-20,31.5,18.8,0.0,10,13.8,19.8,3
Tahannawt,31.375,-7.9375,2026-09-14,35.6,24.2,0.0,5,24.1,56.9,3
Tahannawt,31.375,-7.9375,2026-09-15,33.8,22.5,0.0,3,19.2,37.4,3
Tahannawt,31.375,-7.9375,2026-09-16,30.7,18.4,0.0,0,17.5,33.1,0
Tahannawt,31.375,-7.9375,2026-09-17,26.5,15.0,0.0,3,14.1,27.7,1
Tahannawt,31.375,-7.9375,2026-09-18,27.6,14.8,0.0,20,14.0,27.0,2
Tahannawt,31.375,-7.9375,2026-09-19,31.4,17.3,0.9,17,13.9,24.5,3
Tahannawt,31.375,-7.9375,2026-09-20,33.7,18.0,0.0,18,15.9,27.0,3
Arfoud,31.4375,-4.25,2026-09-14,38.2,23.5,0.1,8,13.3,23.0,80
Arfoud,31.4375,-4.25,2026-09-15,35.1,26.4,0.0,10,22.8,41.0,3
Arfoud,31.4375,-4.25,2026-09-16,34.8,23.2,0.0,3,13.0,21.2,2
Arfoud,31.4375,-4.25,2026-09-17,35.3,23.2,0.0,26,12.0,20.2,3
Arfoud,31.4375,-4.25,2026-09-18,35.2,24.6,0.0,33,15.0,27.0,3
Arfoud,31.4375,-4.25,2026-09-19,33.2,23.6,0.0,19,14.8,23.4,3
Arfoud,31.4375,-4.25,2026-09-20,34.4,20.6,0.0,3,8.4,16.2,2
Tahla,34.0625,-4.4375,2026-09-14,36.6,21.7,0.0,0,12.7,24.8,3
Tahla,34.0625,-4.4375,2026-09-15,35.3,21.2,0.0,0,17.3,32.4,3
Tahla,34.0625,-4.4375,2026-09-16,30.5,18.9,0.0,0,17.3,33.5,1
Tahla,34.0625,-4.4375,2026-09-17,27.5,16.8,0.0,15,14.8,28.4,3
Tahla,34.0625,-4.4375,2026-09-18,30.9,16.2,0.0,10,21.2,40.0,3
Tahla,34.0625,-4.4375,2026-09-19,35.6,21.3,0.0,5,19.5,38.2,3
Tahla,34.0625,-4.4375,2026-09-20,36.5,22.5,0.0,5,22.7,41.0,1
Missour,33.0625,-4.0,2026-09-14,36.4,19.7,0.1,13,21.9,35.6,3
Missour,33.0625,-4.0,2026-09-15,35.3,20.0,0.1,20,17.4,34.9,3
Missour,33.0625,-4.0,2026-09-16,31.3,17.9,0.0,0,14.3,22.7,2
Missour,33.0625,-4.0,2026-09-17,33.2,17.9,0.0,25,33.4,56.9,3
Missour,33.0625,-4.0,2026-09-18,29.9,15.9,0.0,16,28.6,45.4,3
Missour,33.0625,-4.0,2026-09-19,33.1,17.6,0.0,8,13.8,25.9,3
Missour,33.0625,-4.0,2026-09-20,34.5,18.8,0.0,5,19.5,29.2,2
Sidi Lmokhtar,31.5625,-9.0,2026-09-14,40.4,24.8,0.0,5,26.9,46.8,3
Sidi Lmokhtar,31.5625,-9.0,2026-09-15,38.3,24.7,0.0,3,24.5,41.0,3
Sidi Lmokhtar,31.5625,-9.0,2026-09-16,34.0,21.3,0.0,0,27.3,45.7,0
Sidi Lmokhtar,31.5625,-9.0,2026-09-17,28.5,17.4,0.0,2,20.7,36.0,2
Sidi Lmokhtar,31.5625,-9.0,2026-09-18,31.0,17.1,0.0,3,17.3,29.2,1
Sidi Lmokhtar,31.5625,-9.0,2026-09-19,34.6,18.2,2.4,3,14.3,40.0,80
Sidi Lmokhtar,31.5625,-9.0,2026-09-20,38.0,21.3,0.0,3,21.4,33.8,2
Douar Toulal,33.875,-5.625,2026-09-14,38.2,23.4,0.0,0,18.6,41.4,2
Douar Toulal,33.875,-5.625,2026-09-15,34.4,21.2,0.0,0,18.4,40.7,3
Douar Toulal,33.875,-5.625,2026-09-16,30.6,18.9,0.0,0,18.6,41.0,1
Douar Toulal,33.875,-5.625,2026-09-17,26.6,17.6,0.0,5,14.5,32.8,3
Douar Toulal,33.875,-5.625,2026-09-18,30.3,15.6,0.0,5,13.7,31.0,2
Douar Toulal,33.875,-5.625,2026-09-19,35.1,19.0,0.0,5,9.5,32.4,3
Douar Toulal,33.875,-5.625,2026-09-20,37.4,21.8,0.0,5,18.4,34.9,2
Oulad Yaïch,32.4375,-6.3125,2026-09-14,40.5,24.0,0.0,5,24.3,52.9,3
Oulad Yaïch,32.4375,-6.3125,2026-09-15,38.2,25.3,0.0,3,20.2,36.0,3
Oulad Yaïch,32.4375,-6.3125,2026-09-16,34.8,20.5,0.0,0,17.2,33.1,0
Oulad Yaïch,32.4375,-6.3125,2026-09-17,32.0,17.8,0.0,8,14.8,26.3,3
Oulad Yaïch,32.4375,-6.3125,2026-09-18,33.8,17.9,0.0,13,5.6,13.7,3
Oulad Yaïch,32.4375,-6.3125,2026-09-19,35.8,21.9,0.6,10,14.3,28.4,3
Oulad Yaïch,32.4375,-6.3125,2026-09-20,37.8,26.7,0.0,10,18.0,37.1,2
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-14,38.2,19.3,0.0,3,22.3,51.5,3
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-15,35.8,19.7,0.0,0,21.0,37.1,3
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-16,32.1,17.3,0.0,0,14.3,25.9,1
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-17,30.2,17.1,0.0,5,13.4,27.7,3
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-18,32.3,14.8,0.0,18,9.5,16.9,2
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-19,34.1,19.5,0.3,8,10.4,21.2,3
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-20,36.7,19.6,0.0,8,14.3,31.7,2
Imi-n-Tanout,31.1875,-8.875,2026-09-14,35.4,25.1,0.0,5,25.2,45.0,3
Imi-n-Tanout,31.1875,-8.875,2026-09-15,34.2,24.4,0.0,3,24.8,43.2,2
Imi-n-Tanout,31.1875,-8.875,2026-09-16,30.3,19.9,0.0,0,25.0,43.6,1
Imi-n-Tanout,31.1875,-8.875,2026-09-17,25.6,16.4,0.0,3,17.4,30.6,45
Imi-n-Tanout,31.1875,-8.875,2026-09-18,26.9,15.6,0.0,13,18.4,32.4,2
Imi-n-Tanout,31.1875,-8.875,2026-09-19,31.5,18.5,2.1,17,11.6,24.5,3
Imi-n-Tanout,31.1875,-8.875,2026-09-20,33.3,21.8,0.3,18,12.2,25.9,3
Sebt Gzoula,32.125,-9.0625,2026-09-14,41.2,27.8,0.0,0,24.5,45.0,3
Sebt Gzoula,32.125,-9.0625,2026-09-15,38.0,24.4,0.0,0,24.8,45.4,3
Sebt Gzoula,32.125,-9.0625,2026-09-16,30.8,20.4,0.0,0,21.6,40.0,2
Sebt Gzoula,32.125,-9.0625,2026-09-17,27.3,18.1,0.0,0,17.5,33.1,2
Sebt Gzoula,32.125,-9.0625,2026-09-18,30.6,18.0,0.0,0,20.4,36.7,2
Sebt Gzoula,32.125,-9.0625,2026-09-19,32.1,19.0,0.0,3,17.1,31.7,3
Sebt Gzoula,32.125,-9.0625,2026-09-20,38.3,22.7,0.0,3,19.6,38.2,1
